Classificação (FioCruz),Sentença,Resposta
,Como ocorre a transmissão do coronavírus?,"As investigações sobre transmissão do novo coronavírus ainda estão em andamento. Neste momento está estabelecida transmissão por contato com secreções. A transmissão pode ocorrer de forma continuada, ou seja, um infectado pelo vírus pode passá-lo para alguém que ainda não foi infectado.
A transmissão costuma ocorrer pelo ar ou por contato pessoal com secreções contaminadas, como:
– Gotículas de saliva;
– Espirro;
– Tosse;
– Catarro;
– Contato pessoal próximo, como toque ou aperto de mão com pessoa infectada;
– Contato com objetos ou superfícies contaminadas, seguido de contato com a boca, nariz ou olhos.
Alguns vírus são altamente contagiosos, como o sarampo, que é transmitido por aerossol (partículas no ar), com proporção de transmissão de uma para até 18 pessoas, em média. O conhecimento já registrado sobre os coronavírus indica que eles apresentam transmissão de uma para até três pessoas."
,O coronavírus pode matar?,"O óbito pode ocorrer em virtude de complicações da infecção, como por exemplo, insuficiências respiratórias."
,Como se prevenir contra a COVID-19?,"As principais orientações são:
– Cobrir boca e nariz ao tossir ou espirrar;
– Utilizar lenço descartável para higiene nasal;
– Evitar tocar mucosas de olhos, nariz e boca;
– Não compartilhar objetos de uso pessoal;
– Limpar regularmente o ambiente e mantê-lo ventilado;
– Lavar as mãos por pelo menos 20 segundos com água e sabão ou usar antisséptico de mãos à base de álcool;
– Deslocamentos/viagens não devem ser realizados enquanto a pessoa estiver doente;"
,Como é a prevenção contra o coronavírus para os profissionais de saúde?,"Profissionais de saúde devem utilizar medidas de proteção padrão para contato e gotículas (máscara cirúrgica, luvas, avental não estéril e óculos de proteção).
Para a realização de procedimentos que gerem aerossolização de secreções respiratórias como intubação, aspiração de vias aéreas ou indução de escarro, deverá ser utilizada máscara de precaução por aerossóis tipo N95."
,O que fazer em caso de sintomas?,"Se apresentar sintomas como falta de ar ou desconforto respiratório, o paciente deve procurar o serviço de saúde mais próximo da sua residência. O profissional vai avaliar se os sintomas podem indicar alguma probabilidade de infecção por coronavírus, coletar material para diagnóstico e iniciar o tratamento.
A infecção apresenta manifestações clínicas parecidas com as de outros vírus e não existe tratamento específico para infecções por coronavírus até o momento. Dessa forma, no caso do novo coronavírus é indicado:
– Repouso;
– Hidratação (ingestão de bastante água e líquidos);
– Medidas adotadas para aliviar os sintomas, conforme cada caso, como: uso de medicamento para dor e febre (antitérmicos e analgésicos); uso de umidificador no quarto; tomar banho quente para auxiliar no alívio da dor de garganta e tosse.
Pacientes com sintomas mais intensos podem ser hospitalizados. A definição compete ao médico responsável pelo caso."
,Qual o tratamento indicado para uma pessoa com COVID-19?,"Não existe tratamento específico e a orientação médica é baseada no quadro clínico da pessoa. É indicado repouso e consumo de bastante água, além de algumas medidas adotadas para aliviar os sintomas, conforme cada caso, como, por exemplo, uso de medicamento para dor e febre (antitérmicos e analgésicos), uso de umidificador no quarto ou tomar banho quente para auxiliar no alívio da dor de garganta e tosse.
Assim que os primeiros sintomas surgirem, é fundamental procurar ajuda médica imediata para que profissionais indiquem o que é apropriado para cada caso. Quadros mais graves podem requerer internação hospitalar."
,Como é feito o diagnóstico da COVID-19?,"O diagnóstico é feito com a coleta de materiais respiratórios (aspiração de vias aéreas ou coleta de secreções da boca e nariz). O procedimento deve ser realizado para todos os casos suspeitos. O Estado conta com a Plataforma de Laboratórios que integra mais de 30 serviços habilitados para realizar análises.
Conforme definido pelo Ministério da Saúde, todos os laboratórios públicos ou privados que identificarem casos confirmados pela primeira vez, adotando o exame específico para SARS-CoV2 (RT-PCR, pelo protocolo Charité), devem passar por validação de um dos três laboratórios de referência nacional: Fundação Oswaldo Cruz (Fiocruz/RJ), Instituto Evandro Chagas da Secretaria de Vigilância em Saúde (IEC/SVS) no Estado do Pará, e Instituto Adolfo Lutz da Secretaria de Saúde do Estado de São Paulo.
Após a validação da qualidade, o laboratório passará a ser considerado parte da Rede Nacional de Alerta e Resposta às Emergências em Saúde Pública, para investigação do coronavírus."
,Qual é a definição de caso notificado?,"Caso comunicado no sistema de monitoramento do Ministério da Saúde, abastecido diretamente pelas prefeituras. Pacientes com febre e pelo menos um sintoma respiratório, como tosse, dificuldade para respirar."
,Qual é a definição de caso suspeito?,"Podem ser considerados suspeitos os casos de pessoas que tiveram contato próximo com caso suspeito ou confirmado para COVID-19, nos últimos 14 dias, e que apresente febre ou algum sintoma respiratório, como tosse, dificuldade para respirar, produção de escarro, congestão nasal, coriza, por exemplo."
,Quanto tempo dura a recuperação de uma pessoa com COVID-19?,"No momento, para os casos mais leves com recomendação de isolamento domiciliar, considera-se o período de 14 dias para monitoramento dos sintomas. Depois disso, se os sintomas respiratórios e febre acabarem, a pessoa pode voltar à rotina normal."
,O que é o “comunicante” de um caso confirmado?,"Comunicantes próximos são familiares, profissionais de saúde que tenham prestado atendimento desprotegidos e pessoas que possam ter tido contato próximo com o caso confirmado para COVID-19. Pode ser considerado caso provável se teve contato com um caso confirmado."
,Como a pessoa com COVID-19 sabe que está curada da doença?,"No momento, para os casos mais leves, com recomendação de isolamento domiciliar, é necessário permanecer sob monitoramento por no mínimo sete dias, e permanecer isolado até que os sintomas acabem, para evitar a transmissão. Depois disso, pode voltar à rotina."
,Qual é a definição de caso provável?,"Aplica-se a uma pessoa que teve contato domiciliar de caso confirmado laboratorialmente e, além disso, apresentou febre ou qualquer sintoma respiratório, como tosse, dificuldade para respirar, produção de escarro, congestão nasal dor de garganta, coriza, por exemplo."
,Qual é a definição de caso confirmado?,"A confirmação para COVID-19 poderá ser feita a partir do critério laboratorial, com resultado positivo por meio de RT-PCR (sigla em inglês que significa “Reação em cadeia da polimerase”), por laboratório reconhecido pelo Ministério para diagnóstico da doença.
Caso não seja possível a realização da análise, também poderá ocorrer confirmação pelo critério clínico-epidemiológico, ou seja, situações em que a pessoa teve contato próximo ou domiciliar com um caso confirmado laboratorialmente, e que apresentou febre ou pelo menos um sintoma respiratório, no intervalo de 14 dias após o último contato com o infectado."
,Qual é a definição de caso descartado?,"Caso comunicado no sistema do Ministério da Saúde que se enquadra nas definições estabelecidas pela OMS, mas deu negativo para o novo coronavírus."
,Qual é a definição de caso excluído?,Caso comunicado no sistema do Ministério da Saúde que se não se enquadrou nas definições estabelecidas pela OMS.
,Por que é importante o município fazer a notificação dentro de 24 horas? Quais providências o profissional deve adotar?,"A notificação é importante para que os gestores de saúde realizem o monitoramento e as ações recomendadas, como coleta adequada de amostras para diagnóstico.
A COVID-19 é de notificação compulsória imediata, ou seja, qualquer caso suspeito e/ou confirmado precisa ser registrado no sistema oficial do Ministério da Saúde."
,"Onde é possível consultar números de casos suspeitos e confirmados em SP, Brasil e Mundo?","Nos canais oficiais da Secretaria de Estado da Saúde de São Paulo, do Ministério da Saúde e da Organização Mundial da Saúde (OMS). Não divulgue conteúdos que não tenham sido produzidos por fontes confiáveis. Evite a disseminação de fake news.
Sites indicados:
saopaulo.sp.gov.br/coronavirus
www.saude.sp.gov.br
Facebook: www.facebook.com/spsaude
Twitter: twitter.com/spsaude_
Instagram: www.instagram.com/saude_sp
Outras informações:
www.saude.sp.gov.br/coordenadoria-de-controle-de-doencas
www.saude.gov.br/saude-de-a-z/novocoronavirus
https://www.who.int/emergencies/diseases/novel-coronavirus-2019/situation-reports (em inglês)"
,Quantos laboratórios públicos fazem o exame de detecção em São Paulo?,"O diagnóstico de infecções virais pode ser realizado por inúmeros laboratórios, públicos ou privados. Porém, em questões de saúde pública, como ocorre com a COVID-19, é preciso que os exames sejam validados pelos Laboratórios Centrais (LACENs) definidos pelo Ministério da Saúde.
Em São Paulo, a referência é o Instituto Adolfo Lutz, que tem expertise, capacidade técnica e recursos suficientes para fazer as análises de casos suspeitos no Estado. São Paulo conta com a Plataforma de Laboratórios que integra mais de 30 serviços habilitados para analisar as amostras."
,Os exames também podem ser feitos por laboratórios privados?,"Sim. Conforme definido pelo Ministério da Saúde, todos os laboratórios públicos ou privados que identificarem casos confirmados pela primeira vez, adotando o exame específico para SARS-CoV2 (RT-PCR, pelo protocolo Charité), devem passar por validação de um dos três laboratórios de referência nacional: Fundação Oswaldo Cruz (Fiocruz/RJ), Instituto Evandro Chagas da Secretaria de Vigilância em Saúde (IEC/SVS) no Estado do Pará, e Instituto Adolfo Lutz da Secretaria de Saúde do Estado de São Paulo.
Após a validação da qualidade, o laboratório passará a ser considerado parte da Rede Nacional de Alerta e Resposta às Emergências em Saúde Pública, para investigação do coronavírus."
,Quais serão os hospitais de referência?,"A rede estadual de saúde está preparada e organizada para receber os casos. A população deve procurar o serviço de saúde mais próximo de sua residência, caso tenha os sintomas da doença. Cabe ao médico dessa unidade avaliar e definir se é necessário encaminhar a um hospital de maior complexidade, que seja referência para atender os casos graves.
Os hospitais de referência para o tratamento de casos graves são: Hospital das Clínicas de São Paulo (HCFMUSP) e Instituto de Infectologia Emílio Ribas, na capital. No interior, HCs de Ribeirão Preto (USP) e Campinas (Unicamp), Hospital de Base de São José do Rio Preto e, no litoral, o Emílio Ribas II, do Guarujá, entre outros.
Hospitais privados também podem integrar a rede, seguindo protocolos e até disponibilizando leitos, se houver necessidade. Profissionais da Saúde estadual mantêm contatos com os serviços particulares para reforçar o alinhamento de estratégias e fluxos."
,O que uma pessoa com sintomas deve fazer?,"Procurar o serviço de saúde mais próximo de sua residência, como um Pronto Atendimento, para análise inicial. Se o quadro for compatível com a definição de caso, esse serviço de saúde deverá seguir o fluxo estabelecido pela Secretaria de Estado da Saúde."
,Casos suspeitos têm sido mantidos em isolamento domiciliar. O que isso significa?,"O isolamento familiar é uma conduta prevista pelo Ministério da Saúde e que pode ser indicada pelo médico, a depender da condição clínica do paciente. Consiste basicamente em manter a restrição de contatos com pessoas e ambientes externos, para evitar a circulação do vírus."
,"No isolamento domiciliar, quais cuidados o paciente deve ter?","Nessa condição, o paciente deve ser mantido em casa, recebendo cuidados como hidratação e repouso. Os familiares devem tomar as precauções já indicadas, como evitar compartilhamento de objetos pessoais, contatos com secreção do paciente e higienização constante das mãos e do ambiente."
,"Diante da confirmação do primeiro caso em São Paulo, quais providências a Secretaria de Estado da Saúde tomou?","A Secretaria de Estado da Saúde mantém o monitoramento e a vigilância do cenário local e acompanha os cenários nacional e internacional, com interlocução com todos os órgãos de saúde envolvidos. Eventuais mudanças podem ser realizadas com base em critérios técnicos e definições da OMS e do Ministério."
,Qual o plano da Secretaria da Saúde para monitorar e conter a expansão de casos?,"Todas as medidas serão realizadas com base nas definições da OMS e do Ministério. Em São Paulo, o Governo do Estado já tomou diversas providências.
– Centro de Contingência: criado para monitorar e coordenar ações contra a propagação do novo coronavírus. Este grupo trabalha de forma integrada com o Centro de Operações de Emergências (COE) que havia sido implantado anteriormente pelo Governo do Estado.
– Dentre as definições do centro, destaca-se a definição dos hospitais de referência, com unidades de alta complexidade. O Centro de Vigilância Epidemiológica irá capacitar ainda mais de 3 mil profissionais da área de saúde ao longo das próximas semanas em todo Estado.
– O Instituto Adolfo Lutz está preparado e possui kits diagnósticos para analisar amostras e realizar contraprova de laboratórios particulares, se preciso.
– O Centro de Contingência conta com profissionais especialistas das redes pública e privada, com ênfase na área de Infectologia, sob a supervisão do Secretário de Estado da Saúde, José Henrique Germann, e coordenação do médico infectologista, David Uip. A lista inclui o diretor do Instituto Butantan, Dimas Covas, e os professores Marcos Boulos (HCFMUSP), Esper Kallas, (HCFMUSP), Luiz Fernando Aranha (Unifesp), Carlos Fortaleza (HC de Botucatu) e Benedito Maciel (HC de Ribeirão).
– Plano de Risco e Resposta Rápida: criado em janeiro e divulgado dia 24, antes mesmo da notificação dos primeiros casos suspeitos no Estado.
– Centro de Operações de Emergência (COE) de SP específico para coronavírus: intersecretarial, com profissionais de saúde estaduais e representantes dos municípios."
,O que é e como atua o COE (Centro de Operações de Emergência) de SP?,"A Secretaria de Estado da Saúde instituiu o Centro de Operações de Emergências em Saúde Pública Estadual (COE-SP) com o objetivo de assessorar a Secretaria na organização e normatização de ações de prevenção, vigilância e controle referentes à infecção humana pelo novo coronavírus (SARS-CoV-2).
O COE contribui para a análise de dados e de informações para subsidiar a tomada de decisão dos gestores e técnicos, na definição de estratégias, preparação da rede e de ações adequadas e oportunas para o enfrentamento de emergências em saúde pública.
Há reuniões periódicas e/ou sempre que necessário com os integrantes do COE, a saber:
a) Coordenadoria de Controle de Doenças da Secretaria de Estado da Saúde (CCD/SES-SP);
b) Centro de Vigilância Epidemiológica “Prof. Alexandre Vranjac” (CVE/CCD/SES-SP), sendo Diretoria Técnica, Centro de Informações Estratégicas em Vigilância em Saúde (Central/CIEVS), Divisão de Doenças de Transmissão Respiratória e Divisão de Infecção Hospitalar;
c) Centro de Vigilância Sanitária da Secretaria de Estado da Saúde (CVS/CCD/SES-SP);
d) Instituto Adolfo Lutz (IAL/CCD/SES-SP), Diretoria Técnica e Centro de Virologia;
e) Coordenadoria de Regiões de Saúde (CRS/SES-SP);
f) Coordenadoria de Serviços de Saúde (CSS/SES-SP);
f.1) Instituto de Infectologia Emílio Ribas (IER/SES-SP);
g) Coordenadoria de Gestão de Contratos de Serviços de Saúde (CGCSS/SES-SP);
h) Coordenadoria de Ciência, Tecnologia e Insumos Estratégicos de Saúde (CCTIES):
-Instituto Butantan (IB/CCTIES-SES-SP)
i) Assessoria de Comunicação Social (SES-SP)
j) Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo (HCFMUSP);
k) Secretaria da Segurança Pública do Estado de São Paulo (SSP-SP);
l) Coordenadoria de Vigilância em Saúde do Município de São Paulo (Covisa);
m) Conselho de Secretários Municipais de Saúde do Estado de São Paulo (Cosems – SP);
n) Escritório Regional da Anvisa/SP."
,O que as pessoas que tiveram contato com pacientes suspeitos devem fazer?,"Valem as dicas básicas de cuidados de prevenção e prestar atenção em eventuais sinais ou sintomas. Caso aconteça, é fundamental procurar um serviço de saúde."
,É recomendado o uso de máscaras de proteção?,"Sim. Desde 4 de maio de 2020, o uso de máscaras em São Paulo é geral e obrigatório, conforme estabelecido pelo Decreto Estadual 64.959. A Resolução SS-96, de 30 de junho, fixou multas para pessoas físicas e estabelecimentos que descumprirem regras de uso.
As máscaras devem ser usadas por todos para circulação em espaços coletivos e a obrigatoriedade é válida para todos os estabelecimentos comerciais e de prestação de serviços. Além disso é fundamental fazer a higienização das mãos com água e sabão ou álcool gel, e evitar contato com mucosas de nariz, boca e olhos. São cuidados simples, importantes e que devem ser diários para prevenir qualquer tipo de doença.
Para mais informações sobre o uso obrigatório de máscaras no estado, acesse a página especial do Governo de SP."
,Qual o valor da multa para o uso irregular de máscara?,"Os valores estão embasados no Código Sanitário. A Resolução SS – 96 fixa multas nos valores de R$ 524,59 para pessoas físicas (caso de pedestre em via pública) e de R$ 5.025,02 para estabelecimentos, vezes o número de pessoas sem a devida proteção dentro do local.
O estabelecimento também é multado em R$ 1.380,50 se estiver sem o cartaz de alerta para uso obrigatório. Há opções de cartazes disponíveis para download neste site www.saopaulo.sp.gov.br/coronavirus/mascaras.
Para mais informações sobre o uso obrigatório de máscaras no estado, acesse a página especial do Governo de SP."
,Como é feita a fiscalização do uso de máscara?,"O início da aplicação das penalidades é acompanhado por uma ampla campanha educativa promovida pelo Governo do Estado em meios de comunicação como jornais, revistas e emissoras de rádio e TV para esclarecimento sobre deveres, proibições e sanções impostos pela resolução. O cidadão será abordado cordialmente e receberá uma explicação sobre o uso correto das máscaras. Para formalização da multa, o agente irá solicitar o número do CPF de pessoas físicas e do CNPJ para estabelecimentos comerciais.
Para mais informações sobre o uso obrigatório de máscaras no estado, acesse a página especial do Governo de SP."
,Haverá abordagem e multa para cidadãos em veículos próprios e bicicletas?,"A legislação atual não contém regulamentação voltada a transportes particulares, mas a recomendação das autoridades de saúde é que as pessoas usem máscaras em seus veículos e reforcem o hábito de utilização constante da proteção fora de suas residências. Para mais informações sobre o uso obrigatório de máscaras no estado, acesse a página especial do Governo de SP."
,Qual é a conduta para os condomínios particulares?,"A Vigilância Sanitária não realizará blitzes proativas nos condomínios. Nas áreas de uso comuns, conforme o Código Sanitário Estadual e Federal e mediante denúncia, a Vigilância possui prerrogativa para fiscalizar ambientes em situação que ofereça risco à saúde da população. Importante salientar que não inclui o interior de residências, que têm caráter inviolável conforme prevê a Constituição. Para mais informações sobre o uso obrigatório de máscaras no estado, acesse a página especial do Governo de SP."
,"Que cuidados deve tomar quem usa transporte público, como ônibus, trens e metrô?",O recomendado é usar máscaras caseiras e manter a higienização das mãos (em especial ao sair do transporte).
,Há restrições para comprar mercadorias vindas de países com casos confirmados da doença?,"Por enquanto, não há indícios ou evidências de que seja necessária evitar a importação de produtos."
,Haverá medida de restrição ou bloqueio a pessoas com sintomas vindas de outros países?,Qualquer decisão envolvendo fluxo internacional depende das autoridades federais.
,Qual é a orientação do Estado de São Paulo para quem tem viagens marcadas?,O Ministério da Saúde orienta que viagens sejam realizadas apenas em casos de extrema necessidade. Essa recomendação vale até que o quadro todo esteja bem definido.
,"O surgimento do vírus no China é associado a mercados abertos com comércio de animais. Existe alguma restrição para as feiras livres, por exemplo?","No momento não, conforme o Centro de Vigilância Sanitária (CVS) estadual. A recomendação é que as pessoas prezem pela higiene pessoal e dos alimentos que vão consumir e preparar, como sempre."
,Quais as medidas adotadas com pessoas que chegam em portos e aeroportos de São Paulo vindas de países com registros da doença?,"A atuação em portos e aeroportos é responsabilidade da Anvisa, que está trabalhando de forma integrada com a Secretaria. Um paciente detectado com sintomas antes do desembarque será abordado pela Anvisa, que aciona o serviço médico desses locais e a vigilância para que a equipe avalie o paciente ainda a bordo.
A Saúde estadual continuará orientando os profissionais de saúde para que estejam atentos a possíveis casos suspeitos, sigam os protocolos estabelecidos para manejo de pacientes, notificação de casos, diagnóstico e tratamento, e especialmente que reforcem as orientações à população sobre as medidas de prevenção."
,,
Classificação (MG Pref),Sentença,Resposta
,O que é o novo coronavírus?,"Os coronavírus são uma grande família de vírus comuns em muitas espécies diferentes de animais, incluindo camelos, gado, gatos e morcegos. Raramente, os coronavírus que infectam animais podem infectar pessoas, como exemplo do MERS-CoV e SARS-CoV. Recentemente, em dezembro de 2019, houve a transmissão de um novo coronavírus (SARS-CoV-2), o qual foi identificado em Wuhan na China e causou a COVID-19, sendo em seguida disseminada e transmitida pessoa a pessoa.A COVID-19 é uma doença causada pelo coronavírus, denominado SARS-CoV-2, que apresenta um espectro clínico variando de infecções assintomáticas a quadros graves. De acordo com a Organização Mundial de Saúde, a maioria (cerca de 80%) dos pacientes com COVID-19 podem ser assintomáticos ou oligossintomáticos (poucos sintomas), e aproximadamente 20% dos casos detectados requer atendimento hospitalar por apresentarem dificuldade respiratória, dos quais aproximadamente 5% podem necessitar de suporte ventilatório."
,Como prevenir o novo coronavírus?,"As recomendações de prevenção à COVID-19 são as seguintes:Lave com frequência as mãos até a altura dos punhos, com água e sabão, ou então higienize com álcool em gel 70%. Essa frequência deve ser ampliada quando estiver em algum ambiente público (ambientes de trabalho, prédios e instalações comerciais, etc), quando utilizar estrutura de transporte público ou tocar superfícies e objetos de uso compartilhado.Ao tossir ou espirrar, cubra nariz e boca com lenço ou com a parte interna do cotovelo.Não tocar olhos, nariz, boca ou a máscara de proteção fácil com as mãos não higienizadas.Se tocar olhos, nariz, boca ou a máscara, higienize sempre as mãos como já indicado.Mantenha distância mínima de 1 (um) metro entre pessoas em lugares públicos e de convívio social. Evite abraços, beijos e apertos de mãos. Adote um comportamento amigável sem contato físico, mas sempre com um sorriso no rosto.Higienize com frequência o celular, brinquedos das crianças e outro objetos que são utilizados com frequência.Não compartilhe objetos de uso pessoal como talheres, toalhas, pratos e copos.Mantenha os ambientes limpos e bem ventilados.Evite circulação desnecessária nas ruas, estádios, teatros, shoppings, shows, cinemas e igrejas.Se estiver doente, evite contato próximo com outras pessoas, principalmente idosos e doentes crônicos, busque orientação pelos canais on-line disponibilizados pelo SUS ou atendimento nos serviços de saúde e siga as recomendações do profissional de saúde.Durma bem e tenha uma alimentação saudável.Recomenda-se a utilização de máscaras em todos os ambientes. As máscaras de tecido (caseiras/artesanais), não são Equipamentos de Proteção Individual (EPI), mas podem funcionar como uma barreira física, em especial contra a saída de gotículas potencialmente contaminadas.Lave com frequência as mãos até a altura dos punhos, com água e sabão, ou então higienize com álcool em gel 70%. Essa frequência deve ser ampliada quando estiver em algum ambiente público (ambientes de trabalho, prédios e instalações comerciais, etc), quando utilizar estrutura de transporte público ou tocar superfícies e objetos de uso compartilhado.Ao tossir ou espirrar, cubra nariz e boca com lenço ou com a parte interna do cotovelo.Não tocar olhos, nariz, boca ou a máscara de proteção fácil com as mãos não higienizadas.Se tocar olhos, nariz, boca ou a máscara, higienize sempre as mãos como já indicado.Mantenha distância mínima de 1 (um) metro entre pessoas em lugares públicos e de convívio social. Evite abraços, beijos e apertos de mãos. Adote um comportamento amigável sem contato físico, mas sempre com um sorriso no rosto.Higienize com frequência o celular, brinquedos das crianças e outro objetos que são utilizados com frequência.Não compartilhe objetos de uso pessoal como talheres, toalhas, pratos e copos.Mantenha os ambientes limpos e bem ventilados.Evite circulação desnecessária nas ruas, estádios, teatros, shoppings, shows, cinemas e igrejas.Se estiver doente, evite contato próximo com outras pessoas, principalmente idosos e doentes crônicos, busque orientação pelos canais on-line disponibilizados pelo SUS ou atendimento nos serviços de saúde e siga as recomendações do profissional de saúde.Durma bem e tenha uma alimentação saudável.Recomenda-se a utilização de máscaras em todos os ambientes. As máscaras de tecido (caseiras/artesanais), não são Equipamentos de Proteção Individual (EPI), mas podem funcionar como uma barreira física, em especial contra a saída de gotículas potencialmente contaminadas.Estimule familiares, amigos e colegas de trabalho sobre a importância do uso de máscara e da higienização das mãos na prevenção da disseminação do vírus causador da doença COVID-19.Dicas para viajantes:Caso você precise viajar, avalie a real necessidade. Se for inevitável viajar, previna-se e siga as orientações das autoridades de saúde locais.Ao voltar de viagens internacionais ou locais recomenda-se:Reforçar os hábitos de higiene e proteção como a utilização de máscara, higienização das mãos com água e sabão ou com álcool em gel 70 %.Caso apresente sintomas de gripe, busque atendimento nos serviços de saúde, e evite contato com outras pessoasReforçar os hábitos de higiene e proteção como a utilização de máscara, higienização das mãos com água e sabão ou com álcool em gel 70 %.Caso apresente sintomas de gripe, busque atendimento nos serviços de saúde, e evite contato com outras pessoas"
,Como o coronavírus é transmitido?,"A transmissão acontece de uma pessoa doente para outra ou por contato próximo por meio de:Toque do aperto de mão contaminadas;Gotículas de saliva;Espirro;Tosse;Catarro;Objetos ou superfícies contaminadas, como celulares, mesas, talheres, maçanetas, brinquedos, teclados de computador etc.Toque do aperto de mão contaminadas;Gotículas de saliva;Espirro;Tosse;Catarro;Objetos ou superfícies contaminadas, como celulares, mesas, talheres, maçanetas, brinquedos, teclados de computador etc."
,Quais são os sintomas do novo coronavírus?,"Os sintomas da COVID-19 podem variar de um resfriado, a uma Síndrome Gripal-SG (presença de umquadro respiratório agudo, caracterizado por, pelo menos dois dos seguintes sintomas: sensação febril ou febre associada a dor de garganta, dor de cabeça, tosse, coriza) até uma pneumonia severa. Sendo os sintomas mais comuns:TosseFebreCorizaDor de gargantaDificuldade para respirarPerda de olfato (anosmia)Alteração do paladar (ageusia)Distúrbios gastrintestinais (náuseas/vômitos/diarreia)Cansaço (astenia)Diminuição do apetite (hiporexia)Dispnéia ( falta de ar)TosseFebreCorizaDor de gargantaDificuldade para respirarPerda de olfato (anosmia)Alteração do paladar (ageusia)Distúrbios gastrintestinais (náuseas/vômitos/diarreia)Cansaço (astenia)Diminuição do apetite (hiporexia)Dispnéia ( falta de ar)"
,O que fazer em caso de surgimento de sintomas?,"Se estiver doente, com sintomas compatíveis com a COVID-19, tais como febre, tosse, dor de garganta e/ou coriza, com ou sem falta de ar, evite contato físico com outras pessoas, incluindo os familiares, principalmente, idosos e doentes crônicos,Procure imediatamente os postos de triagem nas Unidades Básicas de Saúde / UPAS ou outras unidades de saúde.Após encaminhamento consulte-se com o médico. Uma vez diagnosticado pelo médico, receba as orientações e prescrição dos medicamentos que você deverá usar. O médico poderá solicitar exames complementares. Inicie o tratamento prescrito imediatamente. Mantenha seu médico sempre informado da evolução dos sintomas durante o tratamento e siga suas recomendações.Utilize máscara o tempo todo.Se for preciso cozinhar, use máscara de proteção, cobrindo boca e nariz todo o tempo.Depois de usar o banheiro, nunca deixe de lavar as mãos com água e sabão e sempre limpe vaso mantendo a tampa fechada, pia e demais superfícies com álcool, água sanitária ou outro produto recomendado pela Agência Nacional de Vigilância Sanitária – Anvisa - para desinfecção do ambiente.Separe toalhas de banho, garfos, facas, colheres, copos e outros objetos apenas para seu uso.O lixo produzido precisa ser separado e descartado.Evite compartilhar sofás e cadeiras e realize limpeza e desinfecção frequente com água sanitária ou álcool 70% ou outro produto recomendado pela Agência Nacional de Vigilância Sanitária – Anvisa.Mantenha a janela aberta para circulação de ar do ambiente usado para isolamento e a porta fechada, limpe a maçaneta frequentemente com álcool 70%, água sanitária, ou outro produto recomendado pela Agência Nacional de Vigilância Sanitária – Anvisa.Caso o paciente não more sozinho, recomenda-se que os demais moradores da residência durmam em outro cômodo, seguindo também as seguintes recomendações:Mantenha a distância mínima de 1 metro entre a pessoa infectada e os demais moradores.Limpe os móveis da casa frequentemente com água sanitária, álcool 70% ou outro produto recomendado pela Agência Nacional de Vigilância Sanitária – Anvisa.Se uma pessoa da casa tiver diagnóstico positivo, todos os moradores devem ficar em distanciamento conforme orientação médica.Mantenha a distância mínima de 1 metro entre a pessoa infectada e os demais moradores.Limpe os móveis da casa frequentemente com água sanitária, álcool 70% ou outro produto recomendado pela Agência Nacional de Vigilância Sanitária – Anvisa.Se uma pessoa da casa tiver diagnóstico positivo, todos os moradores devem ficar em distanciamento conforme orientação médica."
,Por quanto tempo a doença pode ficar incubada?,A doença pode ficar incubada até duas semanas após o contato com o vírus. O período médio de incubação é de 14 dias.
,Quais são os testes disponíveis para detecção do coronavírus?,"São dois, os testes rápidos e o PCR:Testes rápidosIdentificam os anticorpos (imunoglobinas) produzidos pelo corpo para combater o vírus, em amostras de sangue do paciente. Têm como vantagem a possibilidade de serem utilizados em massa - porque não exigem laboratório; além de ficarem pronto na hora. A desvantagem, porém, é que o teste rápido não identifica o vírus, mas os anticorpos (imunoglobinas) produzidos pelo corpo para combatê-los. Uma vez que esses anticorpos demoram de 7 a 8 dias para serem produzidos pelo organismo, esse tipo de teste não é eficiente para detectar pessoas recentemente infectadas.Têm sido manejados em profissionais de saúde, segurança, e pessoas em instituições de longa permanência.PCRTambém chamado de teste molecular, detecta fragmentos do próprio vírus em amostras da mucosa do trato respiratório. Tem com vantagem confirmar casos em doentes sintomáticos, tornando possível aplicar a conduta médica apropriada: internação, isolamento social ou outros, de acordo com cada caso. Sua desvantagem, porém, é o fato de ser mais caro e exigir infraestrutura laboratorial e corpo técnico capacitado. Assim, se torna inviável em áreas remotas do país, de difícil acesso e sem laboratórios para análise.Têm sido manejados nas seguintes situações:Amostras de Síndrome Gripal (SG) e Síndrome Respiratória Aguda Grave (SRAG);Profissionais de saúde sintomáticos (nesse caso, os testes rápidos são priorizados);Óbitos suspeitos;Casos de surtos de Síndrome Gripal em locais fechados (asilos, unidades do sistema prisional, hospitais, etc).Amostras de Síndrome Gripal (SG) e Síndrome Respiratória Aguda Grave (SRAG);Profissionais de saúde sintomáticos (nesse caso, os testes rápidos são priorizados);Óbitos suspeitos;Casos de surtos de Síndrome Gripal em locais fechados (asilos, unidades do sistema prisional, hospitais, etc).SG: pessoa com quadro respiratório agudo, caracterizado por febre, tosse, dor de garganta, coriza ou dificuldade respiratória; podendo ou não estar presente um ou mais desses sintomas.SRAG: pessoa com dificuldade para respirar ou pressão persistente no tórax, ou coloração azulada dos lábios ou rosto."
