,perguntas,respostas,,,
613,quanto tempo devem ficar afastadas pessoas que tiveram contato com caso suspeito ou confirmado?,"Considerando que há evidência que o vírus possa ser transmitido por pacientes sem sintomas ou durante o período de incubação, o ideal é permanecerem afastados por 14 dias, em isolamento domiciliar.",,,
614,como uma pessoa que retornou de area de transmissao ou teve contato com doente deve proceder se tiver febre ou sintomas respiratorios?,As pessoas que retornaram de área de transmissão ou tiveram contato próximo com doente devem procurar rapidamente um serviço de saúde para avaliação e diagnóstico. O uso de máscara cirúrgica por quem tem sintomas respiratórios é uma das principais formas de prevenir a transmissão da doença.,,,
615,qual e a orientacao diante da deteccao de um caso suspeito?,"O paciente com sintomas deve utilizar máscara cirúrgica a partir do momento da suspeita.No Sabará recomendamos que os profissionais da saúde utilizem medidas de precaução padrão, de contato e de aerossóis (máscara N95, luvas, avental não estéril e óculos de proteção). O isolamento deve ser mantido até a alta.",,,
616,"por que? lavar as maos com agua e sabao ou usar alcool nas maos elimina o virus, se este estiver nas maos.","Pratique a etiqueta respiratória: ao tossir ou espirrar, cubra a boca e o nariz com lenço descartável ou com o cotovelo flexionado – descarte o lenço imediatamente em uma lixeira e limpe as mãos com produto à base de álcool ou lave com sabão e água.",,,
617,"por que? cobrir a boca e o nariz ao tossir e espirrar impede a propagacao de germes e virus. se espirrar ou tossir com as maos, podera contaminar objetos ou pessoas em que tocar. ","Manter o distanciamento social: procure manter pelo menos 1 metro de distância entre você e outras pessoas, principalmente aquelas que tossem e espirram.",,,
618,"por que? quando alguem infectado com um virus respiratoria tosse ou espirra, projeta pequenas goticulas que contem o virus. se voce estiver muito perto, pode inalar o virus.","Evite tocar nos olhos, nariz e boca",,,
619,"por que? as maos tocam muitas superficies que podem estar contaminadas com o virus. se voce tocar nos olhos, nariz ou boca com as maos contaminadas, podera transferir o virus da superficie para si mesmo.","Se tiver febre, tosse e dificuldade em respirar, procure atendimento médico",,,
620,"por que? sempre que voce tiver febre, tosse e dificuldade em respirar, e importante procurar atendimento medico imediatamente, pois isso pode ocorrer devido a uma infeccao respiratoria ou outra condicao seria. os sintomas respiratorios podem ter varias causas e, dependendo do seu historico e circunstancias pessoais de viagem, o 2019-ncov pode ser um deles.","Como precaução geral, pratique medidas gerais de higiene ao visitar mercados de animais vivos ou de produtos animaisGarantir a lavagem regular das mãos com sabão e água após tocar em animais e produtos de origem animal; evite tocar nos olhos, nariz ou boca com as mãos; e evite o contato com animais doentes ou produtos animais estragados. Evite estritamente qualquer contato com outros animais no mercado (por exemplo, gatos e cães vadios, roedores, pássaros, morcegos). Evite o contato com resíduos ou fluidos de animais potencialmente contaminados no solo ou nas estruturas de lojas e instalações de mercado.Evite o consumo de produtos animais crus ou malcozidosManuseie carne crua, leite ou órgãos de animais com cuidado, para evitar a contaminação cruzada com alimentos não cozidos, de acordo com as boas práticas de segurança alimentar.”Fontes:https://www.infectologia.org.br/pg/1558/informativo-sobre-o-novo-coronavirus-para-profissionais-da-saude-e-publico-em-geralhttps://www.infectologia.org.br/pg/1558/informativo-sobre-o-novo-coronavirus-para-profissionais-da-saude-e-publico-em-geralhttps://www.cdc.gov/coronavirus/index.htmlhttps://www.cdc.gov/coronavirus/index.htmlhttp://www.saude.gov.br/noticias/agencia-saude/perguntas-e-respostas-novo-coronavirushttp://www.saude.gov.br/noticias/agencia-saude/perguntas-e-respostas-novo-coronavirushttps://www.who.int/news-room/q-a-detail/q-a-coronaviruseshttps://www.who.int/news-room/q-a-detail/q-a-coronaviruseshttp://plataforma.saude.gov.br/novocoronavirus/http://plataforma.saude.gov.br/novocoronavirus/https://portal.fiocruz.br/coronavirushttps://portal.fiocruz.br/coronavirus",,,
621,como surgiu o novo coronavirus?,"Acredita-se que o vírus SARS-CoV-2 tenha vindo de morcegos. Médicos chineses acreditam que o primeiro paciente seja um homem de 55 anos, que teria contraído a doença em 17 novembro do ano passado. Só conhecendo o paciente que primeiro manifestou a doença, os especialistas poderão ter mais respostas sobre a origem do vírus. O boato de que o SARS-CoV-2 tenha sido criado em laboratório não é verdadeiro: um estudo realizado por pesquisadores dos Estados Unidos, Escócia e Austrália comprova que o vírus surgiu a partir de processos naturais de evolução e que ele apresenta mutações tão aleatórias que seria improvável a manipulação humana.estudo",,,
622,o novo coronavirus e mais grave que seus antecessores?,"Os últimos dados apontam que a taxa de mortalidade da COVID-19 é de 4,15%. Isso significa que a cada 700 casos, 29 são fatais. Esse número é inferior aos das epidemias de SARS (8%) e MERS (34%). O que acontece com esse vírus é que ele possui uma alta de taxa de infecciosidade e o ser humano ainda não possui imunidade contra ele, por isso sua disseminação está sendo maior, ocasionando sua difusão por vários países. Nesse sentido, é importante manter o distanciamento para a diminuição do contágio, já que não existe vacina ou remédios contra a doença. O tratamento de casos graves é complexo e requer uma rede de hospitais preparada, com alto nível de complexidade.",,,
623,como a doenca e transmitida?,"A COVID-19 é transmitida pelo ar e pelo contato com superfícies contaminadas, seguidas de contato com a boca, nariz e olhos. O vírus é espalhado por gotículas de saliva, espirros, tosses e secreções nasais. Para conter sua transmissão, é necessário evitar o contato pessoal próximo, como toques, beijos, abraços e apertos de mão.",,,
624,como prevenir a doenca?,"Além de evitar o contato físico, uma medida fundamental é lavar as mãos, até a altura do pulso, com água e sabão por pelo menos 20 segundos. Caso não seja possível, deve-se utilizar o álcool em gel com concentração superior a 70%. É importante não tocar olhos, nariz e boca com as mãos não lavadas. Ao tossir ou espirrar, a pessoa deve seguir a etiqueta respiratória de cobrir a boca e o nariz com a parte interior do antebraço ou utilizar lenço de papel e descartá-lo em seguida. Objetos e superfícies tocados com frequência devem ser limpos e desinfetados regularmente. O ideal, neste momento, é permanecer em casa, mantendo o isolamento social.",,,
625,quando devo procurar o medico?,"A recomendação é de que, se o paciente estiver com sintomas leves, não procure o atendimento médico. Estes devem tratar dos sintomas em casa e observar a evolução do caso. Aqueles que apresentarem sintomas mais graves devem, sim, buscar o atendimento.Para proporcionar uma autoavaliação e diminuir a corrida aos hospitais e unidades básicas de saúde, o Ministério da Saúde lançou o aplicativo Coronavírus – SUS para Android e iOS. Nele, além de informações sobre a doença, com base nas respostas ao questionário disponível, o usuário é orientado sobre a necessidade, ou não, de procurar ajuda hospitalar.",,,
626,preciso fazer o exame?,"Somente um médico pode determinar a necessidade de realização do exame. Apenas pessoas com sintomas graves de doença respiratória estão sendo orientadas a realizá-lo, mesmo aquelas que vivem em locais com transmissão comunitária. Essa medida evita o esgotamento dos insumos para realização de exames e viabiliza a obtenção de resultados de forma mais ágil.",,,
627,o exame e de graca? meu plano cobre?,"Os pacientes atendidos pela rede pública de saúde tem os exames realizados gratuitamente pelo SUS, seguindo a prioridade daqueles internados e em estado grave. Em caso de atendimento particular por plano de saúde, as operadoras devem autorizar os exames mediante autorização médica, de acordo com resolução da Agência Nacional de Saúde Suplementar (ANS).",,,
628,existe remedio ou vacina para a covid-19?,"Não. Apesar da divulgação de resultados de pesquisas que sugerem uma possível eficácia do uso de medicamentos indicados para outras doenças, como a malária, é preciso muita cautela. Nunca relaxar os cuidados básicos com a prevenção da doença. A droga citada demonstrou bons resultados em experimentos controlados de laboratório. Já foram realizados alguns testes em humanos, mas o pequeno número não garante relevância estatística. Portanto, não está comprovado que algum remédio possa combater o novo coronavírus e não é recomendado o uso dos citados em testes, pois podem apresentar efeitos colaterais graves se usados de forma indiscriminada. Nesse momento, os medicamentos indicados são aqueles usados para tratamento dos sintomas da doença.",,,
629,quais sao os grupos de risco?,"Os grupos mais suscetíveis à COVID-19 são idosos – principalmente aqueles acima de 80 anos -, diabéticos, hipertensos, pessoas com insuficiências renal e cardíaca, doença respiratória crônica, doenças que comprometam o sistema imunológico, transplantados, e que convivam com o HIV.",,,
630,"ja que nao faco parte dos grupos de risco, nao preciso me preocupar?","Todos devemos nos preocupar com a transmissão e a escalada no número de casos do novo coronavírus. A indicação é de quarentena com a realização, dentro do possível, de trabalhos em home office ou em escalas reduzidas. Quanto maior for o isolamento, mesmo daqueles que não estão com a doença e/ou não pertencem aos grupos de risco, maior a chance de não nos tornarmos vetores da COVID-19.Veja em nossas redes e compartilhe!facebooktwitteremailWhatsAppfacebooktwitteremailWhatsAppPesquisar em NotíciasNotícias mais lidasAberto edital de seleção de professores substitutos para Ensino Remoto Emergencial 14 de dezembro de 2020 “Olhando pela Janela”: concurso de fotografia distribui R$ 1.500 em prêmios 2 de dezembro de 2020 UFJF divulga calendário acadêmico do ensino remoto emergencial 20 de agosto de 2020 Aberto edital de seleção de professores substitutos para Ensino Remoto Emergencial“Olhando pela Janela”: concurso de fotografia distribui R$ 1.500 em prêmiosUFJF divulga calendário acadêmico do ensino remoto emergencialNotícias relacionadasCampus GV empossa dois servidores para o Instituto de Ciências da VidaConfira 4 exemplos de como a UFJF vai além da sala de aula e chega à comunidadeVeja como a UFJF se aproximou da comunidade e como isso mudou a formação de estudantesEstudantes da UFJF-GV vencem Desafio Atitude AmbientalPró-reitoria de Extensão reúne Juiz de Fora e GV em eventos on-line",,,
631,onde surgiu a covid-19?,"O primeiro alerta do governo chinês sobre o surgimento de um novo coronavírus foi dado em 31 de dezembro de 2019. Na ocasião, a Organização Mundial da Saúde (OMS) recebeu um comunicado sobre uma série de casos de pneumonia de origem desconhecida em Wuhan, cidade chinesa com 11 milhões de habitantes. Desde então, esse novo coronavírus, que recebeu o nome técnico Covid-19, matou  milhares de pessoas na China e se espalhou  por cinco continentes. Até o momento, a Antártida não apresenta nenhum caso. O Ministério da Saúde confirmou em 26 de fevereiro o primeiro caso de coronavírus no Brasil. No dia 11 de março, a Organização Mundial de Saúde declarou estado de pandamia da Covid-19 e, em 17 de março, o Ministério da Saúde confirmou a primeira morte por coronavírus no Brasil.Primeiro caso no BrasilO 1º caso de Covid-19 no Brasil foi registro em 24 de fevereiro de 2020 no Hospital Albert Einstein. Dias depois, em 26 de fevereiro, o exame foi confirmado pelo Ministério da Saúde.",,,
632,quais sao os sintomas da covid-19?,"Os sintomas mais comuns são febre, cansaço e tosse seca. Alguns pacientes podem ter dores musculares, congestão nasal, coriza ou dor de garganta. Esses sintomas, geralmente, são leves e começam gradualmente. Alguns pessoas são infectadas, mas não apresentam sintomas e não se sentem mal. A maioria das pessoas (cerca de 80%) se recupera da doença sem precisar de tratamento especial. Cerca de 20% das pessoas infectadas necessitará de internação e 5% provavelmente precisará de um leito em terapia intensiva. As pessoas idosas e as pessoas com problemas médicos subjacentes, como pressão alta, problemas cardíacos ou diabetes, tem maior probabilidade de desenvolver doenças graves. Pessoas com febre, tosse e dificuldade em respirar devem procurar atendimento médico.",,,
633,como a covid-19 e transmitida? ,"O novo coronavírus, que causa a Covid-19, pode ser transmitido entre pessoas. A doença pode se espalhar por meio de pequenas gotículas do nariz ou da boca (expelidas por uma pessoa com Covid-19 quando tosse ou espirra, por exemplo). Essas gotículas se depositam em objtos e superfícies ao redor da pessoa que, ocasionalmente, podem ter contato.",,,
634,a organizacao mundial da saude (oms) declarou uma pandemia do novo coronavirus. o que isso significa?,"As medidas de prevenção e proteção para a população continuam as mesmas – determinadas pela OMS. Esta declaração, pórem, facilita as ações governamentais do ponto de vista da vigilância epidemiológica. Isso quer dizer que a ameaça representada pelo vírus é a mesma, mas que a fase de tentativa de impedir a entrada da doença nos países em que não há transmissão terminou. O que o atual momento requer dos governos é que adotem medidas para minimizar a transmissão comunitária, a fim de diminuir o pico epidemia local, para que os serviços de saúde possam lidar com a demanda de um maior número de pacientes, sem que faltem recursos ou leitos.2. Proteção e Prevenção",,,
635,devemos ficar em casa para nos proteger?,"O distanciamento social é uma medida comportamental importantíssima neste momento, não só para a proteção individual, mas para diminiur a velocidade da propagação do vírus.",,,
636,o que posso fazer para me proteger e evitar a propagacao do virus?,"1. Higienize regularmente as  mãos com álcool gel 70% ou água e sabão.2. Mantenha, pelo menos, dois metros de distância entre você e qualquer pessoa que esteja  tossindo ou espirrando; pois, quando alguém toose ou espirra, elimina pequenas gotas do nariz ou da boca que podem conter o vírus.3. Evite tocar nos olhos, nariz e boca. As mãos tocam muitas superfícies e podem carregar o vírus.4. Cubra a boca e o nariz quando tossir ou espirrar, preferencialmente com lenço descartável. Em seguida, descarte-o imediatamente e higienize as mãos.5. Fique em casa se não se sentir bem. Se você tiver febre, tosse e dificuldade em respirar, procure atendimento médíco. Siga as instruções da sua autoridade sanitária local.6. Busque sempre infomações em fontes oficiais, sites do Ministério da Saúde e do Governo do Maranhão, por exemplo.",,,
637,posso fazer um exame de teste do novo coronavirus?,"Segundo os críterios do Ministério da Saúde, para fazer o exame de testagem, o paciente deve apresentar os seguintes sintomas:1. Pessoas que retornaram de viagem de área de transmissão comunitária nos últimos 14 dias, com apresentação de febre (maior que 37,8º) e sintoma respiratório;2. Pessoas que tiveram contato próximo com caso confirmado ou suspeito nos últimos 14 dias e apresentação de febre (maior que 37,8º) ou sintoma respiratório;3. Pessoas que tiveram contato domiciliar com caso confirmado nos últimos 14 dias e apresentam febre (maior que 37,8º) ou sintoma respiratório ou outros sintomas.",,,
638,tive contato com alguem que esteve nos paises que resgitraram a doenca. o que deve fazer?,"Caso você não tenha sitomas e a pessoa que retornou de viagem também não, não se preocupe. Não há necessidade de fazer exames. A coleta de exames de pacientes assintomático é desnecessário. Observe se você ou a pessoa desenvolvem sintomas gripais ou similares a um resfriado nos próximos 14 dias.",,,
639,antibioticos podem ser usados na prevencao ou tratamento da covid-19?,"Não. Os antibióticos não funcionam contra vírus. Eles funcionam apenas em infecções bacterianas. O Covid-19 é causado por um vírus, portanto os antibióticos não funcionam. Eles devem ser usados apenas quando indicados por um médico para tratar uma infecção bacteriana.",,,
640,existe vacina contra o novo coronavirus?,"Como trata-se de um vírus novo, ainda não há vacina disponível.",,,
641,devo usar mascara me proteger?,"Pessoas sem sintomas respiratórios, como tosse por exemplo, não precisam usar máscara médica. O uso de máscaras é fundamental para profissionais de saúde e as pessoas que cuidam de alguém (em casa ou em um estabelecimento de saúde).A OMS recomenda o uso de máscaras para pessoas que apresentem sintomas da Covid-19 e para aqueles que cuidam de indivíduos com estes sintomas.",,,
642,como usar uma mascara?,"Caso o uso da márcara seja indicado, é importante higienizar as mãos com álcool gel 70% ou água e sabão antes de colocá-la. Depois de higienizar as mãos, coloque a máscara sobre o nariz e a boca. Verifique se há espaços entre o rosto e a máscara para garantir uma vedação firme. Evite tocar na máscara durante o uso. Após o uso, remova a máscara sem tocar na parte da frente e descarte-a em uma lixeira. Higienize novamente as mãos. As máscaras devem ser trocadas sempre que ficarem úmidas.3. Grupos de Risco",,,
643,porque os idosos formam o principal grupo de risco?,"Os idosos em geral fazem parte do grupo de risco para doenças infecciosas de qualquer etiologia. O envelhecimento do sistema imune é sua principal razão. No caso da Covid-19, foi identificado que pacientes diabéticos e hipertensos têm uma maior chance de evoluir com um doença mais grave. O motivo ainda é investigado.",,,
644,tenho um idoso em casa: devo deixa-lo em isolamento social mesmo sem apresentar qualquer sintoma?,"Sim, o contato com o idoso deve diminuir, principalmente se você não consegue cumprir o isolamento. As pessoas que saem do domicílio e retornam podem efetivamente tazer a Covid-19 para dentro de casa.",,,
645,quais sao os principais riscos para os idosos?,"Mantê-los longe do contato com crianças e adolescentes (chance maior de serem pacientes sem sintomas), e evitar que saiam e frequentem aglomerações de pessoas, como reuniões de idosos, shopping centers, supermercados, etc.4. Viagens",,,
646,devo cancelar a minha viagem para o exterior?,"Sim, pois, neste momento, não é recomendado viagens ao exterior.",,,
647,voos com escalas devem ser evitados?,"Sim, escalas nos paízes com casos confirmados devem ser evitados. Caso não seja possível, não saia do aeroporto e preste atenção à higiene das mãos.",,,
648,qual o risco de contaminacao pelo novo coronavirus em um aviao?,"Por conta da circulação do ar e a forma como ele é filtrado nos aviões, a maioria dos vírus e outros microorganimos não se espalham facilmente. Apesar de o risco de infecção ser baixo, viajantes devem tentar evitar contato com passageiros doentes e higienizar as mãos com água e sabão por pelo menos 40 a 60 segundos ou com álcool gel 70% por pelo menos 20 a 30 segundos.5. Animais domésticos ",,,
649,posso pegar a covid-19 do meu animal de estimacao?,"Não. Cães e gatos podem contrair um coronavírus próprio de suas espécies. Ele nada tem a ver com a Covid-19 e não é transmitido para o ser humano. Por ora, não há evidência de que os pets estejam adoecendo pelo novo coronavírus nem que sejam capazes de propagar a doença.6. Caso suspeito e caso corfirmado",,,
650,tive contato com um caso suspeito ou um caso confirmado da doenca. devo coletar exames?,"Caso você não tenha sintomas, não se preocupe. Não há necessidade de fazer. Procure um serviço de saúde somente se apresentar sintomas, como febre acima de 37,8°C; dor de ganganta; tosse; coriza; mal-estar e, principalmente, dificuldade respirátória.",,,
651,tenho um caso confirmado em casa: quais sao os principais cuidados para evitar a contaminacao de outras pessoas?,"A pessoa com Covid-19 confirmado deve permanecer em quarto preferencialmente com banheiro separado. Quando conviver com as demais pessoas da casa, deve usar máscara protetora (do tipo cirúrgica, simples), manter as mãos bem limpas, de preferência, com álcool gel e práticar a etiquete respiratória. Além disso, a pessoa com Covid-19 deve:1. Minimizar o contato com os outros moradores da residência2. Não dividir utensílios e aparelhos eletrônicos de uso pessoal3. Higienizar constante o ambiente e as mãos4. Respeitar as recomendações médicas de isolamento e não sair de casa
Facebook
Twitter
Whatsapp
FacebookTwitterWhatsapp",,,
652,como prevenir?,"As orientações do Ministério da Saúde sobre a prevenção de contágio são: lavar as mãos com água e sabão ou usar álcool em gel; ao tossir ou espirrar cobrir o nariz e a boca com um lenço ou braço, não utilizar as mãos; manter ambientes bem ventilados; e não compartilhar objetos pessoais; reduzir o contato social.",,,
653,quem deve ir ao hospital?,"Só deve ir ao hospital quem estiver se sentindo muito mal ou apresentar sintomas como febre alta e dificuldade para respirar. Se for só um resfriado ou gripe leve, a recomendação é ficar em casa. De acordo com infectologistas, ir ao hospital, além de sobrecarregar o sistema, aumenta o risco de a pessoa contrair uma infecção.",,,
654,quais sao os sintomas associados a pandemia?,"Os sintomas do Covid-19 envolvem febre, cansaço e tosse seca. Alguns pacientes podem apresentar dores, congestão nasal, coriza, tosse e diarreia. Enquanto outros pacientes podem ser assintomáticos, ou seja, estarem infectados pelo vírus, mas não apresentarem sintomas.",,,
655,"estou com sintomas de gripe, devo me preocupar?"," Atualmente o Brasil tem dez vezes mais casos de H1N1 do que coronavírus. Só no ano passado, 796 pessoas morreram por causa da gripe H1N1 no país.",,,
656,ja existe vacina para o covid-19?,"Ainda não existe vacina ou tratamento específico para o coronavírus. O tratamento depende dos sintomas e da gravidade do quadro. Quando mais leves, podem ser monitorados em casa com repouso e consumo de bastante água.",,,
657,existe tratamento ?,"Conforme a OMS cerca de 80% das pessoas infectadas se recuperam sem a necessidade de tratamento especial. Não há uma medicação que elimine o vírus, mas há tratamento para reduzir o avanço da doença e diminuir o desconforto.",,,
658,como diferenciar uma gripe comum do coronavirus?,Os sintomas são iguais. E a única forma de saber se a infecção é causada por H1N1 ou pelo coronavírus é através de exame laboratorial.,,,
659,tive contato com uma pessoa infectada. o que devo fazer?,"O ideal é evitar contato com outras pessoas, principalmente idosos, por 15 dias. Caso apresente sintomas como febre, dor de garganta, coriza e dor no corpo, neste período use máscara e procure um hospital.",,,
660,existe um jeito certo de lavar as maos?,"Lavar bem as duas faces da mão, antebraço, esfregar entre os dedos, e em baixo das unhas. A recomendação é lavar as mãos a cada duas horas ou sempre que chegar da rua.",,,
661,"porque devo evitar tocar os olhos, o nariz e a boca?","Essas áreas têm contato direto com a corrente sanguínea e são mais sensíveis à presença de agentes de contaminação. Portanto, evite coçar, esfregar ou ter qualquer tipo de contato com as mucosas. E as mãos estão em contato constante com superfícies que podem ser canais de transmissão de vírus e bactérias.",,,
662,em quais caos usar mascara?,"Apenas pessoas contaminadas com o vírus devem usar máscara, de modo a impedir que ele se espalhe ao tossir, espirrar ou ao falar.",,,
663,quais sao os sintomas de uma pessoa infectada pelo coronavirus?,"Os sintomas surgem entre dois e 14 dias após a infecção e incluem febre, tosse e dificuldade respiratória. Pode haver também problemas intestinais. De acordo com a Organização Mundial de Saúde (OMS), a maioria dos infectados com o coronavírus desenvolve sintomas semelhantes aos da gripe e apenas 20% progridem para doenças mais graves, como pneumonia e insuficiência respiratória.",,,
664,sou suspeito para coronavirus?,"Para que uma pessoa seja classificada como suspeita, é necessário que apresente pelo menos dois sintomas associados à síndrome respiratória: febre e mais um segundo sintoma, que pode ser tosse, dificuldade para respirar ou coriza, por exemplo. Mas não basta isso. Ela também deve ter passado nos 14 dias anteriores por um dos países onde foram registrados casos da doença ou ter tido contato com pessoas suspeitas de ter o vírus. A recomendação para pessoas com essa combinação de fatores é procurar um posto de saúde. Saiba mais.Saiba mais",,,
665,quais sao os paises que devo ter visitado para ser considerado um caso suspeito?,"Alemanha, Austrália, Canadá, China, Coreia do Norte, Coreia do Sul, Croácia, Dinamarca, Emirados Árabes Unidos, Espanha, Estados Unidos, Finlândia, França, Grécia, Holanda, Indonésia, Irã, Itália, Japão, Malásia, Noruega, Reino Unido, San Marino, Singapura, Suíça, Tailândia e Vietnã.",,,
666,quais sao as orientacoes para viajantes que retornam de um desses paises?,Os indivíduos que regressarem e apresentarem febre e sintomas respiratórios dentro de um período de 14 dias devem procurar um posto de saúde mais próximo imediatamente e informar sobre a viagem. Evite emergências hospitalares para não sobrecarregar o sistema e não expor a própria saúde a um ambiente com maiores chances de contaminação.,,,
667,qual e a letalidade do coronavirus?,"A doença mata em torno de três pessoas a cada cem infectadas. Outros dois tipos de coronavírus matam mais. A Síndrome Respiratória Aguda Grave (sars) tem letalidade de 9,5% e a Síndrome Respiratória do Oriente Médio (mers), de 34,4%.matam mais",,,
668,quem e mais vulneravel?,"Homens idosos, pessoas com problemas respiratórios (asma, ex-fumantes) e com doenças crônicas (problemas cardíacos, diabetes, câncer, baixa imunidade) estão mais suscetíveis a manifestações mais graves. Em crianças, os dados ainda são inconclusivos.os dados ainda são inconclusivos",,,
669,de que forma surgiu o surto atual?,"A origem ainda não está elucidada. Acredita-se que a fonte primária do vírus seja animal, provavelmente oriunda de um mercado de frutos do mar e animais selvagens vivos – como morcegos ou pangolins – em Wuhan, na China. ",,,
670,ha risco de transmissao entre animais domesticos?,"Especialistas afirmam que não há motivo para os humanos temerem a circulação da doença entre seus pets. A possibilidade de o vírus pular de uma espécie para outra — como ocorreu com o novo coronavírus humano — é um evento extremamente raro, que depende de muitas condições.não há motivo para os humanos temerem",,,
671,"por que se chama ""coronavirus""?","Porque o vírus parece, no microscópio, uma coroa. Em inglês, a palavra é ""crown"", que remete a ""corona"". Oficialmente, o nome do vírus é SARS-CoV-2, sendo ele o causador da doença atual batizada de covid-19.Como se proteger",,,
672,existe um tratamento para o coronavirus?,"Não, apenas para os sintomas. Aos pacientes infectados, indica-se repouso e ingestão de líquidos, além de medidas para aliviar os sintomas, como analgésicos e antitérmicos. Nos casos de maior gravidade, com pneumonia e insuficiência respiratória, podem ser necessários suplemento de oxigênio e mesmo ventilação mecânica.",,,
673,posso tomar um antibiotico para prevenir contra o coronavirus?,"Não. Antibióticos não são indicados nem para prevenção nem para tratamento, pois não agem contra vírus, somente bactérias.",,,
674,existe uma vacina para o coronavirus?,"Não há vacina até o momento. Contudo, laboratórios já estão estudando como criar uma imunização aplicável em escala global. No momento, há mais de 20 vacinas sendo desenvolvidos ao redor do mundo. Cientistas esperam ter uma vacina pronta para testar em humanos no início de junho. ",,,
675,tomei a vacina contra a gripe. estou protegido contra o coronavirus?,"Não. A vacina da gripe protege somente contra o vírus influenza. No entanto, é importante vacinar-se contra a gripe comum para descartar uma suspeita de coronavírus, já que as duas doenças têm sintomas parecidos. Para reduzir a procura por postos de saúde e emergências em hospitais, o governo irá antecipar a campanha de vacinação de abril para 23 de março. irá antecipar a campanha de vacinação de abril para 23 de março.",,,
676,como reduzir o risco de infeccao pelo coronavirus?,"Evitar contato próximo com pessoas com infecções respiratórias agudas.Lavar frequentemente as mãos por pelo menos 20 segundos, especialmente após contato direto com pessoas doentes ou com o ambiente em que elas estiveram, e antes de se alimentar. Se não tiver água e sabão, use álcool em gel 70%, caso as mãos não tenham sujeira visível. Veja como fazer a lavagem corretamente neste link ou no vídeo abaixo.contato próximo com pessoas com infecçõesVeja como fazer a lavagem corretamente neste link ou no vídeo abaixoEvite tomar chimarrão.Usar lenço descartável para higiene nasal.Cobrir o nariz e a boca ao espirrar ou tossir.Evitar tocar nas mucosas dos olhos.Higienizar as mãos após tossir ou espirrar.Não compartilhar objetos de uso pessoal, como talheres, pratos, copos ou garrafas.Manter os ambientes bem ventilados.Evitar contato próximo com animais selvagens e animais doentes em fazendas ou criações.Na igreja, evite dar as mãos e pegue a hóstia pelas mãos.tomar chimarrãoevite dar as mãos e pegue a hóstia pelas mãos",,,
677,deve-se tomar cuidado com produtos importados da china?,"Especialistas apontam que o envio de embalagens por correio internacional vindos da China não deverá trazer risco aos consumidores no Brasil, devido ao tempo decorrido entre o envio e a chegada. Isso porque, em geral, os coronavírus sobrevivem pouco tempo fora de um hospedeiro. O Centro de Controle e Prevenção de Doenças dos Estados Unidos afirmou que não há, até agora, nada que indique qualquer risco associado à importação de produtos industrializados e ou de origem animal.envio de embalagens por correio internacional vindos da China não deverá trazer risco aos consumidores no Brasil""Em geral, por causa da baixa sobrevivência dos coronavírus em superfícies, há um risco muito baixo de disseminação por meio de produtos ou embalagens enviados ao longo de dias ou semanas em temperatura ambiente.""",,,
678,e possivel aumentar a imunidade do corpo contra a doenca?,Especialistas dizem que medidas para se proteger do vírus passam pela prevenção.Especialistas dizem que medidas para se proteger do vírus passam pela prevenção,,,
679,ha riscos de contagio em aviao ?,"Embora possa não parecer, o contágio por coronavírus, ou qualquer outra doença respiratória, pode ser menor em um avião do que dentro de um escritório, por exemplo. Isso porque, explica o vice-presidente da Sociedade Brasileira de Infectologia (SBI), Alberto Chebabo, as aeronaves contam com um sistema de ventilação e filtragem de ar bastante eficiente.Mesmo assim, a proximidade com pessoas doentes pode, sim, provocar infecções.Leia MaisCoronavírus: recomendações para quem vai viajar para o ExteriorCoronavírus: recomendações para quem vai viajar para o ExteriorCoronavírus: recomendações para quem vai viajar para o Exterior",,,
680,"o que fazer em caso de viagem para area com circulacao do coronavirus, caso nao possa ser adiada?","Proteger-se, lavando as mãos frequentemente com água e sabão ou higienizando-as com álcool em gel 70%; cobrindo a boca e o nariz ao tossir e espirrar, com o antebraço ou usando lenço descartável; evitando o contato com pessoas que apresentem febre e sintomas respiratórios; comendo carne e ovos bem passados; e esquivando-se de contato com animais selvagens vivos ou de fazenda. Veja neste link o que usar para substituir o álcool gel.Veja neste link o que usar para substituir o álcool gel.",,,
681,devo usar mascara de protecao ao deixar o brasil?,Não. A OMS destaca que o uso de máscaras é aconselhado apenas para quem tem coronavírus ou por profissionais da saúde. A máscara impede que as gotículas da saliva com o vírus dispersem.OMS destaca,,,
682, o que e o coronavirus?,"Os coronavírus são uma grande família de vírus que podem causar doenças em animais e humanos. Em humanos, os coronavírus provocam infecções respiratórias, que variam do resfriado comum a graves doenças, como a Síndrome Respiratória do Oriente Médio (MERS) e a Síndrome Respiratória Aguda Grave (SARS). O coronavírus descoberto, recentemente, causa a doença COVID-19.",,,
683, o que e a covid-19?,"COVID-19 é a doença infecciosa causada pelo último coronavírus descoberto em dezembro de 2019. Este novo vírus, chamado SARS-Cov-2,  e doença eram desconhecidos antes do início do surto em Wuhan, na China.",,,
684, quando o brasil registrou o 1.o caso confirmado da covid-19?,"O 1º caso de COVID-19, a infecção viral pelo novo coronavírus, foi diagnosticado em 24 de fevereiro de 2020 pelo Hospital Israelita Albert Einstein. Dias depois, em 26 de fevereiro, o exame foi confirmado pelo Ministério da Saúde.",,,
