pergunta,resposta
As escolas serão dispensadas se houver um surto em minha comunidade?,leia ou observe as fontes da mídia local que relatam dispensas escolares ou e observe a comunicação da escola de seu filho.
quais serão os impactos educacionais de covid-19?,leia ou observe as fontes da mídia local que relatam dispensas escolares ou e observe a comunicação da escola de seu filho.
as escolas deveriam fechar para covid-19?,leia ou observe as fontes da mídia local que relatam dispensas escolares ou e observe a comunicação da escola de seu filho.
o microondas mataria covid-19?,None
a luz UV mata o covid-19?,None
posso usar radiação para matar covid-19?,None
covid-19 é uma farsa?,None
você acredita que covid-19 é uma farsa?,None
covid-19 é real?,None
por que covid-19 é contagioso?,None
por que covid-19 é tão contagioso?,None
por que os pacientes covid-19 são contagiosos por tanto tempo antes de mostrarem os sintomas?,None
qual é a sua maior descoberta durante covid-19?,None
quais são as coisas novas que covid-19 lhe ensinou?,None
a pandemia covid-19 fez você perceber algo sobre você que já não sabia?,None
qual é o melhor negócio para começar em meio a covid-19?,None
que tipo de ideia de inicialização pode ser benéfica durante a doença covid-19?,None
quais empresas estão crescendo por causa do covid-19?,None
a China se tornará uma superpotência após covid-19?,None
quem será a superpotência mundial no fim da pandemia covid-19?,None
A China está ganhando com a pandemia covid-19 economicamente?,None
como cães e gatos contraem covid-19?,None
como o covid-19 afetou os animais?,None
quais animais são afetados por covid-19?,None
Onde é o primeiro lugar para onde você vai viajar quando o covid-19 morrer?,None
Qual é a única coisa que você deseja fazer quando covid-19 acabar?,None
qual é a primeira coisa que você faria após a quarentena covid-19?,None
o que aconteceria se o teste de trunfo fosse positivo para covid-19?,None
o que acontecerá se o presidente dos EUA obtiver o covid-19?,None
o que aconteceria se Donald Trump fosse pego e morresse de covid-19?,None
covid-19 encerrará permanentemente as viagens globais?,None
como será a viagem após o fim da pandemia covid-19?,None
quando as viagens internacionais voltarão ao normal após a pandemia covid-19?,None
por que algumas pessoas são assintomáticas enquanto outras podem ser altamente sintomáticas com o covid-19?,None
por que tantas pessoas que contraem o covid-19 são assintomáticas?,None
como é que algumas pessoas podem ser assintomáticas para covid-19?,None
por que as crianças não estão recebendo covid-19?,None
por que as crianças são quase imunes ao covid-19?,None
como os bebês não são afetados por covid-19?,None
que tipo de pessoa você será depois da pandemia covid-19?,None
o que você fará diferente em sua vida agora do que fazia antes desde covid-19?,None
covid-19 está nos tornando pessoas melhores ou piores?,None
você pode ganhar dinheiro online durante o bloqueio do país covid-19?,None
como posso ganhar dinheiro rápido durante a pandemia covid-19?,None
como posso economizar dinheiro quando estou trabalhando em casa por causa de covid-19?,None
por que todo mundo está em pânico sobre covid-19 não estamos levando as coisas um pouco longe demais?,None
a pandemia covid-19 se tornou uma histeria em massa global?,None
estamos exagerando o covid-19?,None
por que tudo sobre covid-19 é político?,None
por que os estados republicanos são mais relutantes em emitir ordens de permanência em casa para mitigar a covid-19 em comparação com os democratas?,None
por que a resposta de uma pessoa a covid-19 freqüentemente se correlaciona com sua posição no espectro político?,None
como é o covid-19?,None
como é o covid-19?,None
por que bloqueio covid-19?,"realmente deveríamos estar, disse o dr. anthony fauci, membro da cobiçosa força-tarefa da casa branca."
todos os americanos deveriam estar sob ordens de permanência em casa?,"realmente deveríamos estar, disse o dr. anthony fauci, membro da cobiçosa força-tarefa da casa branca."
qual é a diferença entre o novo covid-19 e os outros covid-19?,o novo covid é diferente destes e só foi identificado em dezembro de 2019.
como o covid-19 se compara a outros vírus?,o novo covid é diferente destes e só foi identificado em dezembro de 2019.
é seguro para mim doar sangue durante a pandemia covid-19?,"se você for saudável e estiver interessado em doar sangue, o fda o incentiva a entrar em contato com um centro de doação local para marcar uma consulta., os doadores de sangue devem estar saudáveis ​​e sentir-se bem no dia da doação. As medidas de rotina de rastreamento de doadores de sangue que já estão em vigor devem evitar que indivíduos com infecções respiratórias doem sangue."
quais medidas estão sendo tomadas para proteger os EUA suprimento de sangue do vírus que causa covid-19?,"se você for saudável e estiver interessado em doar sangue, o fda o incentiva a entrar em contato com um centro de doação local para marcar uma consulta., os doadores de sangue devem estar saudáveis ​​e sentir-se bem no dia da doação. As medidas de rotina de rastreamento de doadores de sangue que já estão em vigor devem evitar que indivíduos com infecções respiratórias doem sangue."
a impressão 3D pode ser usada para fazer ppe?,"embora seja possível usar a impressão 3D para fazer certos ppe, existem desafios técnicos. O ppe impresso em 3D pode fornecer uma barreira física, mas é improvável que o ppe impresso em 3D forneça a mesma barreira de fluido e proteção de filtragem de ar que as máscaras cirúrgicas aprovadas por FDA e respiradores n95"
como a impressão 3D está ajudando com a pandemia covid-19?,"embora seja possível usar a impressão 3D para fazer certos ppe, existem desafios técnicos. O ppe impresso em 3D pode fornecer uma barreira física, mas é improvável que o ppe impresso em 3D forneça a mesma barreira de fluido e proteção de filtragem de ar que as máscaras cirúrgicas aprovadas por FDA e respiradores n95"
por que não podemos simplesmente testar todos em nós?,"os médicos dizem que não é realista testar todas as 328 milhões de pessoas nos EUA, especialmente porque muitos estados ainda estão lutando para obter testes ou suprimentos suficientes."
por que ainda não testamos todos para covid-19?,"os médicos dizem que não é realista testar todas as 328 milhões de pessoas nos EUA, especialmente porque muitos estados ainda estão lutando para obter testes ou suprimentos suficientes."
essa pandemia tem algo a ver com a rede 5g?,não. isso é apenas um boato circulando na Internet.
é verdade que 5g espalha o covid-19?,não. isso é apenas um boato circulando na Internet.
uma vacina contra pneumonia ou gripe ajudará a proteger contra covid-19?,alguns casos de cobiça levam à pneumonia. mas a vacina contra pneumonia não vai ajudar
por que o tamiflu não ajudaria contra covid-19?,alguns casos de cobiça levam à pneumonia. mas a vacina contra pneumonia não vai ajudar
devo evitar o transporte público?,"se você depende de transporte público, tenha cuidado. Se você estiver doente ou morar em uma área onde um surto foi relatado, evite-o."
é melhor evitar o transporte público devido ao surto de covid-19?,"se você depende de transporte público, tenha cuidado. Se você estiver doente ou morar em uma área onde um surto foi relatado, evite-o."
quanto tempo leva para se recuperar?,leva até seis semanas para se recuperar dessa doença.
por quanto tempo as pessoas permanecem infectadas com covid-19?,leva até seis semanas para se recuperar dessa doença.
devo ir trabalhar?,"se puder, deve ficar em casa sem trabalhar quando estiver doente, quer tenha ou não desejado. , fique em casa se puder. converse com seu empregador para discutir sobre trabalhar em casa, tirar férias se você ou alguém em sua casa ficar doente com sintomas desagradáveis, ou se a escola de seu filho for dispensada temporariamente."
devo ir trabalhar se houver um surto na minha comunidade?,"se puder, deve ficar em casa sem trabalhar quando estiver doente, quer tenha ou não desejado. , fique em casa se puder. converse com seu empregador para discutir sobre trabalhar em casa, tirar férias se você ou alguém em sua casa ficar doente com sintomas desagradáveis, ou se a escola de seu filho for dispensada temporariamente."
por que alguém poderia culpar ou evitar indivíduos e grupos (criar estigma) por causa do covid-19?,"pessoas nos EUA pode estar preocupado ou ansioso com amigos e parentes que estão morando ou visitando áreas onde a cobiça está se espalhando. algumas pessoas estão preocupadas em contrair a doença dessas pessoas. o medo e a ansiedade podem levar ao estigma social, por exemplo, em relação a pessoas que vivem em certas partes do mundo, pessoas que viajaram para o exterior, pessoas que estavam em quarentena ou profissionais de saúde."
você acha que haverá mais racismo durante covid-19?,"pessoas nos EUA pode estar preocupado ou ansioso com amigos e parentes que estão morando ou visitando áreas onde a cobiça está se espalhando. algumas pessoas estão preocupadas em contrair a doença dessas pessoas. o medo e a ansiedade podem levar ao estigma social, por exemplo, em relação a pessoas que vivem em certas partes do mundo, pessoas que viajaram para o exterior, pessoas que estavam em quarentena ou profissionais de saúde."
por que estamos vendo um aumento nos casos?,"o número de casos de covid relatados nos estados unidos está aumentando devido ao aumento de exames laboratoriais e relatórios em todo o país. o número crescente de casos reflete, em parte, a rápida disseminação do covid em muitos EUA. estados e territórios experimentam a disseminação da comunidade."
por que estamos vendo casos crescentes devido ao covid-19?,"o número de casos de covid relatados nos estados unidos está aumentando devido ao aumento de exames laboratoriais e relatórios em todo o país. o número crescente de casos reflete, em parte, a rápida disseminação do covid em muitos EUA. estados e territórios experimentam a disseminação da comunidade."
o que o cdc está fazendo sobre covid-19?,O cdc está trabalhando com outros parceiros federais em toda uma resposta do governo.
como está o manuseio (ou manuseio incorreto) do cdc covid-19?,O cdc está trabalhando com outros parceiros federais em toda uma resposta do governo.
qual é o gênero do sars covid-19?,betacovídeo
qual é o nome científico de covid-19?,betacovídeo
por que podemos subestimar a disseminação de covid-19?,"informações limitadas disponíveis sobre o tempo de incubação, transmissibilidade e origem do vírus"
por que os políticos mundiais estão subestimando covid-19?,"informações limitadas disponíveis sobre o tempo de incubação, transmissibilidade e origem do vírus"
qual plataforma foi fundamental para o rápido compartilhamento de informações covid-19?,"iniciativa global de compartilhamento de todos os dados da influenza (gisaid), iniciativa global de compartilhamento de todos os dados da influenza (gisaid) (https // www.gisaid.org /)"
onde as sequências genômicas publicadas podem ser encontradas para o vírus covid-19?,"iniciativa global de compartilhamento de todos os dados da influenza (gisaid), iniciativa global de compartilhamento de todos os dados da influenza (gisaid) (https // www.gisaid.org /)"
qual era o reservatório covid-19?,"o mercado de frutos do mar, morcegos"
o que é um reservatório natural de covid-19?,"o mercado de frutos do mar, morcegos"
tem covid-19 sem sintomas?,None
é possível ter covid-19 sem nenhum sintoma?,None
os pacientes com covid-19 devem tomar advil?,None
por que você não deve tomar Advil durante a pandemia covid-19?,None
quem é o paciente covid-19 0?,None
quem é o paciente zero para o vírus covid-19?,None
quando a febre começa com covid-19?,None
o covid-19 provoca febre?,None
quando você é contagioso com covid-19?,None
em que estágio covid-19 é o mais contagioso?,None
você acha que protestar pela quarentena covid-19 é estúpido?,None
como você se sente sobre os protestos anti-lockdown acontecendo nos Estados Unidos desde covid-19?,None
"com grande respeito, quantas pessoas você conhece pessoalmente que morreram de covid-19?",None
você conhece pessoalmente alguém que foi hospitalizado devido ao vírus corona covid-19?,None
Bill Gates é um mal porque muitos pensam que ele está por trás dessa crise de 19?,None
por que Bill Gates está tão interessado em uma vacina covid-19?,None
existe um país cujas pessoas não estão expostas a covid-19?,None
quais países ainda estão protegidos contra covid-19?,None
como o covid-19 está afetando as finanças pessoais das pessoas?,None
qual é o impacto do covid-19 em seus negócios?,None
qual país está mais equipado para lidar com covid-19?,None
Quais países possuem os melhores procedimentos para conter a covid-19?,None
o que eles não estão nos contando sobre covid-19?,None
quais são as teorias da conspiração em torno de covid-19?,None
O trunfo está administrando bem em covid-19?,None
como Trump está lidando mal com a situação covid-19?,None
como é a vida em bloqueio devido a covid-19?,None
você mudou algum de seus planos devido ao covid-19?,None
quais são os impactos negativos do covid-19?,None
quais você acha que foram algumas das consequências indesejadas da pandemia covid-19?,None
podemos esperar novos filmes após covid-19?,None
você acha que eles farão um filme sobre covid-19?,None
Quais são alguns equívocos comuns sobre covid-19?,None
Quais são alguns rumores relacionados ao covid-19?,None
os preços dos imóveis cairão com o pânico covid-19?,None
é seguro investir na compra de um imóvel durante covid-19?,None
como poderia covid-19 se tornar covid-19 20?,None
haverá um covid-19 20 ou superior?,None
sua opinião em relação à China mudou após a explosão de covid-19?,None
como você vê a China após o surto de covid-19?,None
Todos os empregos voltarão rapidamente quando a pandemia covid-19 acabar?,None
quando você acha que o mundo vai se estabilizar depois que o covid-19 terminar?,None
quem encontrou a vacina para covid-19?,None
qual empresa irá produzir a vacina para covid-19?,None
como podemos nos recuperar dos impactos econômicos de covid-19?,None
como pode a economia global voltar aos trilhos após covid-19?,None
como a inteligência artificial pode ajudar na epidemia de covid-19?,None
como pode o poder da inteligência artificial ser utilizado na luta contra o covid-19?,None
covid-19 é uma ferramenta política?,None
o covid-19 está sendo deturpado pela mídia para fins políticos?,None
como os EUA falharam em evitar um surto de covid-19?,None
como poderiam os EUA alterar sua resposta a covid-19 para ter mais sucesso?,None
como a pandemia covid-19 seria diferente na América se Trump não fosse presidente?,None
obama lidaria com o incidente covid-19 melhor do que trunfo?,None
quais são as várias medidas que os países estão tomando para conter a covid-19?,None
quais são as medidas de segurança tomadas globalmente para prevenir covid-19?,None
quem encontrará a cura contra o covid-19?,None
qual país será o primeiro a encontrar a cura para covid-19?,None
você consideraria tomar uma vacina para covid-19?,None
você tomará uma vacina obrigatória covid-19?,None
o que aconteceria se simplesmente deixássemos o covid-19 seguir seu curso e não praticar o distanciamento social?,None
por que não podemos simplesmente deixar o covid-19 se desenrolar?,None
O modelo sueco de imunidade de rebanho para o vírus covid-19 é a melhor maneira a longo prazo?,None
A imunidade do rebanho é a melhor maneira de impedir a disseminação de covid-19?,None
por que as pessoas estão mais preocupadas em voltar ao trabalho do que em ficar em casa até que o vírus covid-19 melhore?,None
Por que a América está pronta para reabrir antes que uma vacina seja feita para covid-19?,None
covid-19 é a peste negra do século 21?,None
A pandemia covid-19 é comparável à pandemia da morte negra?,None
Quais são alguns bons livros para ler enquanto você está preso em quarentena durante a pandemia covid-19?,None
você pode me recomendar alguns livros interessantes para ler durante o bloqueio em covid-19?,None
será a covid-19 outra doença como a sida?,None
Será que o covid-19 acabará como o hiv?,None
é possível que você já tivesse o vírus covid-19 e não o conhecesse?,None
você poderia ficar doente com um caso leve de covid-19 e se recuperar totalmente sem nem mesmo perceber que estava doente?,None
é nossa destruição da natureza responsável por covid-19?,None
covid-19 é o portador do carma?,None
por que a oração não pode aliviar a situação do covid-19?,None
Jesus salvará o mundo de covid-19?,None
como é que o Who falhou nesta pandemia covid-19?,None
Quem foi negligente em sua resposta à covid-19?,None
por que a pandemia covid-19 é uma questão bipartidária?,None
Existe alguma maneira de despolitizar a pandemia covid-19?,None
é uma violação da nossa liberdade o fechamento da economia americana devido ao covid-19?,None
covid-19 está minando nossa liberdade?,None
como o covid-19 afetou as criptomoedas?,None
é uma boa ideia comprar bitcoin durante a pandemia covid-19?,None
"Se covid-19 sair do controle nos EUA, é possível que Trump declarará a lei marcial em algum ponto?",None
Será que o covid-19 realmente nos colocará na lei marcial?,None
as pessoas que morreram de derrame após se recuperarem de covid-19 deveriam ser consideradas vítimas de covid-19?,None
"por que todos os pacientes que morrem com covid-19 são classificados como mortes relacionadas com covid-19, embora covid-19 possa não ter sido a causa?",None
covid-19 é o fim do movimento conservador na América?,None
O covid-19 mudará a nossa política?,None
Será que o covid-19 levará à demanda por democracia na China?,None
como o vírus covid-19 poderia prejudicar a legitimidade dos partidos comunistas chineses?,None
como covid-19 alterou as relações conosco na China?,None
Como a pandemia covid-19 mudará a relação da China com o Ocidente?,None
covid-19 é pior do que nos dizem?,None
"a mídia está escondendo o que realmente está acontecendo em nós, hospitais, em meio a covid-19?",None
o quinino pode ser tomado para combater o vírus covid-19?,None
por que o quinino é eficaz na cura de covid-19?,None
podemos ficar sem coisas para comer?,None
eu preciso estocar comida?,None
os sintomas de covid-19 perduram?,None
os dedos dos pés de Covid-19 coçam?,None
covid-19 é uma gripe?,None
covid-19 é uma doença?,None
covid-19 deve ser relatado na certidão de óbito?,None
os pacientes de covid-19 devem fazer traqueostomia?,None
como covid-19 vai acabar?,None
o covid-19 ficará pior?,None
o covid-19 pode ser transmitido através do sexo?,None
qual covid-19 mata humanos?,None
os cheques covid-19 foram depositados?,None
quem covid-19 anticorpos?,None
devo parar de ir à academia?,"À medida que a nova cobiça está se espalhando, tome cuidado com todas as exposições possíveis, incluindo na academia ou centro de fitness. o vírus não se espalha através da transpiração (suor), mas itens tocados por muitas pessoas (halteres, etc.) podem representar um risco."
o que significa os governadores ficar em casa?,"a ordem de permanência em casa orienta os Illinoisans a interromper os movimentos fora de suas casas, além das necessidades essenciais. ao limitar as interações sociais, a chance de espalhar a cobiça é bastante reduzida."
o que é distanciamento social?,o distanciamento social está aumentando deliberadamente o espaço físico entre as pessoas para evitar a propagação de doenças.
devo começar a evitar pessoas de ascendência asiática e seus negócios?,None
onde posso comprar desinfetante para as mãos?,muitas lojas de varejo e farmácias vendem desinfetantes para as mãos.
Onde posso denunciar sites que vendem produtos médicos fraudulentos?,"você pode denunciar sites que vendem produtos médicos fraudulentos para o fda por meio de nosso site, por telefone ou correio."
o que é um produto médico biológico ou biológico?,"os produtos biológicos incluem uma ampla gama de produtos, como vacinas, sangue e componentes do sangue, alergênicos, células somáticas, terapia genética, tecidos e proteínas terapêuticas recombinantes. produtos biológicos podem ser compostos de açúcares, proteínas ou ácidos nucleicos ou combinações complexas dessas substâncias, ou podem ser entidades vivas, como células e tecidos."
por que os centros de sangue não testam os doadores para covid-19?,"alguém que tem sintomas de covid, incluindo febre, tosse e falta de ar, não é saudável o suficiente para doar sangue. os processos de triagem padrão já implementados significarão que alguém com esses sintomas não terá permissão para doar."
o que é plasma convalescente?,"plasma convalescente é a parte líquida do sangue coletado de pacientes que se recuperaram da nova doença covídea, causada pelo vírus covídeo."
a covid-19 pode ser transmitida através de tecidos de células humanas ou produtos baseados em células e tecidos (hct / ps)?,"vírus respiratórios, em geral, não são conhecidos por serem transmitidos por implantação, transplante, infusão ou transferência de células humanas, tecidos ou produtos baseados em células ou tecidos (hct / ps)."
posso doar plasma convalescente?,plasma convalescente cobiçado só deve ser coletado de indivíduos recuperados se eles forem elegíveis para doar sangue. os indivíduos devem ter um diagnóstico prévio de covid 19 documentado por um teste de laboratório e atender a outros critérios laboratoriais.
a solução mineral milagrosa (mms) curará covid-19?,não. solução mineral milagrosa não cura covid e não foi aprovada pelo fda para qualquer uso.
devo tomar ivermectina para prevenir ou tratar covid-19?,"não. embora existam usos aprovados para ivermectina em pessoas e animais, ela não é aprovada para a prevenção ou tratamento de cobídeos."
O que o FDA está fazendo para proteger as pessoas de produtos covid-19 fraudulentos?,estabelecemos uma força-tarefa entre agências dedicada a monitorar de perto produtos fraudulentos secretos.
Haverá escassez de medicamentos devido ao fechamento de instalações de fabricantes de medicamentos na China?,"o fda tem monitorado de perto a cadeia de abastecimento com a expectativa de que o surto covid provavelmente impactaria a cadeia de abastecimento de produtos médicos, incluindo potenciais interrupções no fornecimento ou escassez de produtos médicos essenciais nos EUA."
Estou em risco de covid-19 por tomar medicamentos aprovados pela FDA fabricados na China?,"atualmente, não há evidências que apóiem ​​a transmissão de cobiça associada a produtos importados, incluindo alimentos e medicamentos para humanos e animais de estimação."
quem devo contatar com perguntas relacionadas com drogas?,"se você tiver perguntas adicionais, ligue para fdas divisão de informações sobre drogas em (855) 543 3784 ou envie um e-mail para druginfo@fda.hhs.gov (mailtodruginfo@fda.hhs.gov)."
há falta de equipamentos de proteção individual ou de ventiladores?,a agência também está ciente dos desafios em toda a cadeia de abastecimento que atualmente estão impactando a disponibilidade de produtos de ppe e está tomando medidas para mitigar a escassez que as unidades de saúde já enfrentam.
quem devo contatar se tiver dúvidas sobre dispositivos médicos ou precisar de mais informações?,entre em contato com o centro de dispositivos e saúde radiológica (cdrh) s divisão da indústria e educação do consumidor (dados) para perguntas e informações gerais.
os trabalhadores da alimentação que estão doentes devem ficar em casa?,"O cdc recomenda que os funcionários com sintomas de doença respiratória aguda fiquem em casa e não venham ao trabalho até que estejam livres de febre (100,4 ° F [37,8 ° C] ou mais usando um termômetro oral), sinais de febre e quaisquer outros sintomas por pelo menos 24 horas, sem o uso de medicamentos para baixar a febre ou outros medicamentos que alteram os sintomas (por exemplo, antitussígenos)."
As instalações de alimentação devem realizar qualquer procedimento especial de limpeza ou higienização para covid-19?,"O cdc recomenda a limpeza de rotina de todas as superfícies tocadas com frequência no local de trabalho, como estações de trabalho, bancadas e maçanetas."
existe um teste para covid-19 em animais de estimação?,"certos laboratórios de diagnóstico veterinário desenvolveram testes de diagnóstico para sars cov 2, o vírus que causa covid, para uso em animais de estimação, se necessário."
Existem produtos aprovados que podem prevenir ou tratar covid-19 em animais?,"não. de acordo com a lei federal de alimentos, medicamentos e cosméticos (fd & c), os artigos destinados ao uso no diagnóstico, cura, mitigação, tratamento ou prevenção de doenças no homem ou em outros animais são drogas. o fda não aprovou nenhum medicamento para o diagnóstico, cura, mitigação, tratamento ou prevenção de covid em animais."
é verdade que os animais obtêm seus próprios tipos diferentes de covid-19?,"sim. Covides é uma grande família de vírus. alguns covid causam resfriados como doenças nas pessoas, enquanto outros causam doenças em certos tipos de animais, como gado, camelos e morcegos. alguns covides, como covides caninos e felinos, infectam apenas animais e não infectam humanos."
"se meu animal de estimação já tinha uma espécie específica de covid-19, isso o torna mais ou menos provável de obter covid-19?",não há dados que sugiram que a infecção atual ou anterior com outra cepa de covid tornaria seu animal de estimação mais ou menos provável de contrair covid.
"se meu animal de estimação foi vacinado contra espécies específicas de covid-19, isso os torna mais ou menos propensos a tomar covid-19?","É improvável que as vacinas de covídeos específicas para espécies funcionem contra esse tipo de covídeos, porque é um novo vírus que é diferente das cepas específicas de covídeos para as espécies visadas pela vacina."
Haverá alguma escassez de drogas para animais devido ao surto de covid-19?,o FDA tem monitorado de perto como o surto covid pode impactar a cadeia de suprimentos de produtos médicos para animais.
o que eu faço se tiver uma erupção na pele ou outra reação ao desinfetante para as mãos?,chame seu médico se você tiver uma reação grave ao desinfetante para as mãos. A fda incentiva os consumidores e profissionais de saúde a relatar eventos adversos experimentados com o uso de desinfetantes para as mãos ao programa de notificação de eventos adversos fdas medwatch.
você pode reutilizar com segurança uma máscara sem tecido que você não pode lavar?,"sim você pode, disse o dr. Joseph Vinetz, professor de doenças infecciosas na escola de medicina de Yale."
por que uma cura está demorando tanto?,"um medicamento antiviral deve ser capaz de atingir a parte específica do ciclo de vida do vírus que é necessária para a sua reprodução, de acordo com a escola de medicina de Harvard."
quantas pessoas com covid-19 não apresentam sintomas?,estudos recentes sugerem que 25% a 50% dos portadores de cobiça não apresentam sintomas.
"se não há cura, por que ir ao hospital a menos que tenha problemas respiratórios?","a maioria dos pacientes cobiçosos não precisa ser hospitalizada. a grande maioria das pessoas cerca de 80% ficará bem sem qualquer intervenção específica, disse o dr. anthony fauci, diretor do instituto nacional de alergia e doenças infecciosas."
o abastecimento de água está em risco?,"não, o abastecimento de água não está em risco."
"Se as pessoas podem espalhar o vírus sem apresentar sintomas, como posso saber quem está infectado e quem não está?","você não pode, disse dr. James Phillips, chefe de medicina operacional e desastres do hospital universitário george washington."
o que exatamente significa adultos mais velhos?,a idade média de morte para pessoas de covid é 80. idade média das pessoas que precisam de atenção médica é 60 anos.
como posso me manter saudável enquanto uso o uber ou lyft?,ambas as empresas de transporte compartilhado disseram que estão ativamente tentando proteger os clientes e motoristas de cobiça.
é seguro para mim votar em um local de votação?,os estados receberam orientações do CDC sobre como manter limpos os locais de votação. cabe a você decidir se você se sente confortável para ir.
Posso ser despedido se ficar doente em casa?,um funcionário pode ser demitido se não comparecer ao trabalho e não tiver licença médica que cobriria a ausência.
o que acontece quando os trabalhadores não recebem licença médica?,"o ato de licença familiar e médica (fmla) pode, às vezes, proteger o emprego do trabalhador no caso de adoecimento, mas não garante o pagamento durante sua ausência."
os gerentes podem mandar um trabalhador doente para casa?,"sim, os gerentes podem."
"uma vez que a cabine de um avião continua circulando ar, ficarei doente se outro passageiro adoecer?",a maioria dos vírus não se espalha facilmente em aviões devido à forma como o ar circula e é filtrado.
"Ouvi dizer que remédios caseiros podem curar ou prevenir o vírus, é verdade?","não há evidências do surto de que comer alho, beber água a cada 15 minutos ou tomar vitamina C protegerá as pessoas do novo covid."
por que desperdiçar um kit de teste com uma pessoa sem sintomas?,"algumas pessoas com cobiça apresentam sintomas leves ou nenhum sintoma. e, em alguns casos, os sintomas não aparecem até 14 dias após a infecção."
devo estocar alimentos e suprimentos extras?,"sim, porque um membro da família pode repentinamente entrar em quarentena."
como as pessoas podem ajudar a acabar com o estigma relacionado a covid-19?,as pessoas podem combater o estigma fornecendo apoio social em situações em que você percebe que isso está ocorrendo.
Por que os números de casos de alguns estados covid-19 às vezes diferem do que é postado no site do cdcs?,Os números gerais de casos da cdcs são validados por meio de um processo de confirmação com as jurisdições. o processo usado para localizar e confirmar casos exibidos por locais diferentes pode ser diferente.
como os números dos casos do cdcs covid-19 se comparam aos fornecidos pela organização mundial de saúde (quem) ou por johns hopkins?,"Os números de casos covid do cdcs incluem muitos números divulgados publicamente, incluindo informações de parceiros estaduais, locais, territoriais, internacionais e externos."
por que o número de casos nos dias anteriores aumenta?,atrasos na notificação podem fazer com que o número de casos suspeitos relatados nos dias anteriores aumente.
pode alguém que foi colocado em quarentena por covid-19 espalhar a doença para outras pessoas?,alguém que foi libertado da quarentena cobiçada não é considerado um risco de espalhar o vírus a outras pessoas porque não desenvolveu a doença durante o período de incubação.
o que é espalhado pela comunidade?,"A disseminação pela comunidade significa que as pessoas foram infectadas com o vírus em uma área, incluindo algumas que não têm certeza de como ou onde foram infectadas."
a solução desinfetante de lentes de contato é eficaz contra covid-19?,"Sistemas baseados em peróxido de hidrogênio para limpeza, desinfecção e armazenamento de lentes de contato devem ser eficazes contra o vírus que causa a cobiça."
os sintomas de covid-19 são diferentes em crianças e em adultos?,não. os sintomas de covid são semelhantes em crianças e adultos.
como faço para preparar meus filhos em caso de surto de covid-19 em nossa comunidade?,"converse com seus filhos sobre o surto, tente manter a calma e tranquilize-os de que estão seguros. se apropriado, explique a eles que a maioria das doenças de covid parece ser leve."
enquanto as escolas vão meu filho pode sair com seus amigos?,"enquanto a escola estiver fora de casa, as crianças não devem brincar pessoalmente com crianças de outras famílias. se as crianças brincam fora de casa, é essencial que fiquem a 2 metros de qualquer pessoa que não esteja em sua casa."
enquanto as escolas vão ter acesso às refeições?,muitas escolas estão mantendo as instalações escolares abertas para permitir que as famílias façam as refeições ou estão oferecendo refeições rápidas em um local central.
o que posso fazer se meu filho tiver dificuldades para se ajustar a novas rotinas e seguir as recomendações?,"técnicas comportamentais podem ser usadas para enfrentar desafios comportamentais e desenvolver novas rotinas. isso inclui histórias sociais, modelagem de vídeo, programações de fotos e dicas visuais. tente recompensar seu filho de pequenas maneiras com suas atividades ou guloseimas não alimentares favoritas para ajudar a mudar de rotina e seguir as recomendações."
e se os sintomas do meu filho de sua condição médica subjacente ou condição médica crônica complexa piorarem?,Ligue para o provedor de serviços de saúde do seu filho se tiver alguma dúvida sobre as condições médicas do seu filho.
e se meu filho precisar ir ao hospital?,peça ao profissional de saúde que informe ao hospital que você está chegando e compartilhe as informações importantes que o hospital precisa saber para cuidar de seu filho.
como posso me preparar para covid-19 no trabalho?,"planeje possíveis mudanças em seu local de trabalho. converse com seu empregador sobre o plano de operações de emergência, incluindo políticas de licença médica e opções de teletrabalho."
o que devo fazer se houver um surto em minha comunidade?,"durante um surto, mantenha a calma e coloque seu plano de preparação para funcionar."
O cdc pode dizer a mim ou ao meu empregador quando é seguro para mim voltar ao trabalho / escola depois de me recuperar ou ser exposto a covid-19?,O cdc não pode abordar as políticas de qualquer negócio ou organização.
uma pessoa pode testar negativo e depois positivo para covid-19?,"um resultado negativo significa que o vírus que causa covid não foi encontrado na amostra da pessoa. nas fases iniciais da infecção, é possível que o vírus não seja detectado."
O que é teste de sorologia e posso ser testado usando este método?,"o teste de sorologia verifica uma amostra de sangue de uma pessoa em busca de anticorpos para covid, o vírus que causa covid. esses anticorpos são produzidos quando alguém foi infectado, portanto, um resultado positivo desse teste indica que a pessoa foi previamente infectada com o vírus."
o que as pessoas com alto risco de doenças graves com covid-19 devem fazer?,"se houver um surto em sua comunidade, fique em casa o máximo possível. observe os sintomas e sinais de emergência. se ficar doente, fique em casa e chame seu médico."
existem medicamentos que devo evitar tomar se eu tiver covid-19?,"atualmente, não há evidências que mostrem que tomar ibuprofeno ou naproxeno pode levar a uma infecção mais grave de covid."
o que acontece com as condições médicas subjacentes que não estão incluídas nesta lista?,pessoas com condições médicas subjacentes que não estão na lista também podem estar em maior risco e devem consultar seu médico se estiverem preocupadas.
o que significa uma condição de saúde bem controlada?,"geralmente, bem controlado significa que sua condição é estável, sem risco de vida, e as avaliações laboratoriais e outras descobertas são tão semelhantes quanto possível àquelas sem a condição de saúde."
