perguntas,respostas
O COVID-19 e a tuberculose se propagam da mesma forma?,"Embora a tuberculose (TB) e o COVID-19 se espalhem pelo contato próximo entre as pessoas, o modo exato de transmissão difere, explicando algumas diferenças nas medidas de controle de infecção para mitigar as duas condições. Os bacilos da TB permanecem suspensos no ar em núcleos de gotículas por várias horas depois que um paciente com TB tosse, espirra, grita ou canta, e as pessoas que os inalam podem ser infectadas. O tamanho desses núcleos de gotículas é um fator chave na determinação de sua infecciosidade. Sua concentração diminui com a ventilação e exposição à luz solar direta. A transmissão de COVID-19 foi atribuída principalmente à respiração direta de gotículas expelidas por alguém com COVID-19 (as pessoas podem estar infecciosas antes que as características clínicas se tornem aparentes). As gotas produzidas pela tosse, espirro, expiração e fala podem cair em objetos e superfícies, e os contatos podem ser infectados com COVID-19 ao tocá-los e, em seguida, tocar seus olhos, nariz ou boca. A lavagem das mãos, além das precauções respiratórias, são importantes no controle de COVID-19. Enquanto a tuberculose (TB) e COVID-19 se espalham por contato próximo entre as pessoas, o modo exato de transmissão difere, explicando algumas diferenças nas medidas de controle de infecção para mitigar as duas condições. Os bacilos da TB permanecem suspensos no ar em núcleos de gotículas por várias horas depois que um paciente com TB tosse, espirra, grita ou canta, e as pessoas que os inalam podem ser infectadas. O tamanho desses núcleos de gotículas é um fator chave na determinação de sua infecciosidade. Sua concentração diminui com a ventilação e exposição à luz solar direta. A transmissão de COVID-19 foi atribuída principalmente à respiração direta de gotículas expelidas por alguém com COVID-19 (as pessoas podem estar infecciosas antes que as características clínicas se tornem aparentes). As gotas produzidas pela tosse, espirro, expiração e fala podem cair em objetos e superfícies, e os contatos podem ser infectados com COVID-19 ao tocá-los e, em seguida, tocar seus olhos, nariz ou boca. A lavagem das mãos, além das precauções respiratórias, são importantes no controle da COVID-19."
Qual é o impacto potencial da pandemia COVID-19 nos serviços essenciais de tuberculose?,"O trabalho de modelagem sugere que se a pandemia COVID-19 levasse a uma redução global de 25% na detecção de TB esperada por 3 meses - uma possibilidade realista, dados os níveis de interrupção nos serviços de TB observados em vários países - poderíamos esperar 13% aumento nas mortes por TB, trazendo-nos de volta aos níveis de mortalidade por TB que tínhamos há 5 anos. Esta pode até ser uma estimativa conservadora, pois não leva em consideração outros possíveis impactos da pandemia na transmissão da TB, interrupções do tratamento e resultados mais desfavoráveis ​​em pessoas com TB e infecção por COVID-19 (impacto previsto da pandemia COVID-19 nas mortes globais por tuberculose em 2020, P. Glaziou). Entre 2020 e 2025, mais 1,4 milhões de mortes por TB poderiam ser registradas como uma consequência direta da pandemia COVID-19 (análise da Parceria Stop TB). Todas as medidas devem ser tomadas para garantir a continuidade dos serviços para as pessoas que precisam de tratamento preventivo e curativo para tuberculose (TB). O trabalho de modelagem sugere que, se a pandemia de COVID-19 levar a uma redução global de 25% na detecção de TB esperada por 3 meses - uma possibilidade realista, dados os níveis de interrupção dos serviços de TB sendo observado em vários países - então poderíamos esperar um aumento de 13% nas mortes por TB, trazendo-nos de volta aos níveis de mortalidade por TB que tínhamos 5 anos atrás. Esta pode até ser uma estimativa conservadora, pois não leva em consideração outros possíveis impactos da pandemia na transmissão da TB, interrupções do tratamento e resultados mais desfavoráveis ​​em pessoas com TB e infecção por COVID-19 (impacto previsto da pandemia COVID-19 nas mortes globais por tuberculose em 2020, P. Glaziou). Entre 2020 e 2025, um adicional de 1,4 milhão de mortes por tuberculose poderia ser registrado como uma consequência direta da pandemia COVID-19 (análise da Parceria Stop TB). (Impacto previsto da pandemia COVID-19 na tuberculose global mortes em 2020, P. Glaziou) Parar a TB Parceria análiseTodas as medidas devem ser tomadas para garantir a continuidade dos serviços para as pessoas que precisam de tratamento preventivo e curativo para a tuberculose (TB)."
O que as autoridades de saúde devem fazer para fornecer sustentabilidade aos serviços essenciais de tuberculose durante a pandemia COVID-19?,"A distribuição centrada nas pessoas de serviços de prevenção, diagnóstico, tratamento e cuidados da tuberculose (TB) deve ser assegurada em conjunto com a resposta COVID-19. Prevenção: Devem ser implementadas medidas para limitar a transmissão de TB e COVID-19 em ambientes congregados e cuidados de saúde instalações. As medidas administrativas, ambientais e de proteção pessoal se aplicam a ambos (por exemplo, prevenção e controle de infecções básicas, etiqueta da tosse, triagem do paciente). A provisão de tratamento preventivo de TB deve ser mantida tanto quanto possível.Diagnóstico: Os testes para TB e COVID-9 são diferentes e ambos devem ser disponibilizados para indivíduos com sintomas respiratórios, que podem ser semelhantes para as duas doenças. Tratamento e cuidados: Cuidados ambulatoriais centrados nas pessoas e cuidados baseados na comunidade devem ser fortemente preferidos ao tratamento hospitalar para pacientes com TB (a menos que condições graves exijam hospitalização) para reduzir as oportunidades de transmissão. O tratamento anti-TB, de acordo com as diretrizes mais recentes da OMS, deve ser fornecido para todos os pacientes com TB, incluindo aqueles em quarentena e aqueles com doença COVID-19 confirmada. Devem ser fornecidos estoques adequados de medicamentos para TB a todos os pacientes para reduzir as viagens para coleta de medicamentos. O uso de tecnologias digitais de saúde para pacientes e programas deve ser intensificado. Em linha com as recomendações da OMS, tecnologias como monitores eletrônicos de medicação e terapia com vídeo podem ajudar os pacientes a concluir o tratamento da TB. A prestação de serviços de prevenção, diagnóstico, tratamento e cuidados da tuberculose (TB) centrada nas pessoas deve ser assegurada em conjunto com o COVID- 19 resposta.Prevenção: Devem ser implementadas medidas para limitar a transmissão de TB e COVID-19 em ambientes congregados e unidades de saúde. As medidas administrativas, ambientais e de proteção pessoal se aplicam a ambos (por exemplo, prevenção e controle de infecções básicas, etiqueta da tosse, triagem do paciente). A provisão de tratamento preventivo de TB deve ser mantida tanto quanto possível.Diagnóstico: Os testes para TB e COVID-9 são diferentes e ambos devem ser disponibilizados para indivíduos com sintomas respiratórios, que podem ser semelhantes para as duas doenças. Tratamento e cuidados: Cuidados ambulatoriais centrados nas pessoas e cuidados baseados na comunidade devem ser fortemente preferidos ao tratamento hospitalar para pacientes com TB (a menos que condições graves exijam hospitalização) para reduzir as oportunidades de transmissão. O tratamento anti-TB, de acordo com as diretrizes mais recentes da OMS, deve ser fornecido para todos os pacientes com TB, incluindo aqueles em quarentena e aqueles com doença COVID-19 confirmada. Devem ser fornecidos estoques adequados de medicamentos para TB a todos os pacientes para reduzir as viagens para coleta de medicamentos. O uso de tecnologias digitais de saúde para pacientes e programas deve ser intensificado. De acordo com as recomendações da OMS, tecnologias como monitores eletrônicos de medicação e terapia com vídeo podem ajudar os pacientes a completar o tratamento da TB."
Como as autoridades de saúde podem garantir o fornecimento de medicamentos e diagnósticos para tuberculose?,"O planejamento e o monitoramento adequados são essenciais para garantir que a aquisição e o fornecimento de medicamentos e diagnósticos para tuberculose (TB) não sejam interrompidos. A OMS está monitorando o suprimento de medicamentos em nível global, enquanto o Fundo Global, o Stop TB Partnership Global Drug Facility (GDF), USAID, Unitaid e outros doadores desempenham um papel essencial no apoio aos países para garantir suprimentos adequados e sustentáveis ​​de medicamentos e medicamentos para TB e diagnósticos. Os países são aconselhados a fazer seus pedidos para entrega em 2020 o mais rápido possível, devido aos atrasos previstos no transporte e nos mecanismos de entrega. O planejamento e monitoramento adequados são essenciais para garantir que a aquisição e o fornecimento de medicamentos e diagnósticos para tuberculose (TB) não sejam interrompidos. A OMS está monitorando o suprimento de medicamentos em nível global, enquanto o Fundo Global, o Stop TB Partnership Global Drug Facility (GDF), USAID, Unitaid e outros doadores desempenham um papel essencial no apoio aos países para garantir suprimentos adequados e sustentáveis ​​de medicamentos e medicamentos para TB e diagnósticos. Os países são aconselhados a fazer seus pedidos para entrega em 2020 o mais rápido possível, devido aos atrasos previstos nos mecanismos de transporte e entrega."
Quais serviços podem ser aproveitados em ambas as doenças?,"A resposta ao COVID-19 pode se beneficiar dos esforços de capacitação desenvolvidos para a tuberculose (TB) ao longo de muitos anos de investimento por autoridades nacionais e doadores. Estes incluem prevenção e controle de infecção, rastreamento de contato, cuidados domiciliares e comunitários, e sistemas de vigilância e monitoramento. Embora os modos de transmissão das duas doenças sejam ligeiramente diferentes, medidas administrativas, ambientais e de proteção pessoal se aplicam a ambos (por exemplo, prevenção básica de infecções e controle, etiqueta da tosse, triagem do paciente). Redes de laboratórios de TB foram estabelecidas em países com o apoio da OMS e de parceiros internacionais. Essas redes, bem como os mecanismos de transporte de amostras, também podem ser usados ​​para diagnóstico e vigilância do COVID-19. Médicos respiratórios, equipes de pneumologia de todos os graus, especialistas em TB e profissionais de saúde no nível de atenção primária à saúde podem ser pontos de referência para pacientes com complicações pulmonares de COVID-19. Eles devem se familiarizar com as recomendações mais atuais da OMS para o tratamento de suporte e contenção de COVID-19. A equipe do programa de TB com sua experiência e capacidade, incluindo na busca ativa de casos e rastreamento de contato, está bem posicionada para apoiar a resposta do COVID-19. Diversas tecnologias digitais usadas em programas de TB podem apoiar a resposta do COVID-19, incluindo suporte de adesão, médico eletrônico registros e eLearning. A resposta ao COVID-19 pode se beneficiar dos esforços de capacitação desenvolvidos para a tuberculose (TB) ao longo de muitos anos de investimento por autoridades nacionais e doadores. Estes incluem prevenção e controle de infecção, rastreamento de contato, cuidados domiciliares e comunitários, e sistemas de vigilância e monitoramento. Embora os modos de transmissão das duas doenças sejam ligeiramente diferentes, medidas administrativas, ambientais e de proteção pessoal se aplicam a ambos (por exemplo, prevenção básica de infecções e controle, etiqueta da tosse, triagem do paciente). Redes de laboratórios de TB foram estabelecidas em países com o apoio da OMS e de parceiros internacionais. Essas redes, bem como os mecanismos de transporte de amostras, também podem ser usados ​​para diagnóstico e vigilância do COVID-19. Médicos respiratórios, equipes de pneumologia de todos os graus, especialistas em TB e profissionais de saúde no nível de atenção primária à saúde podem ser pontos de referência para pacientes com complicações pulmonares de COVID-19. Eles devem se familiarizar com as recomendações mais atuais da OMS para o tratamento de suporte e contenção de COVID-19. A equipe do programa de TB com sua experiência e capacidade, incluindo na busca ativa de casos e rastreamento de contato, está bem posicionada para apoiar a resposta do COVID-19. Diversas tecnologias digitais usadas em programas de TB podem apoiar a resposta do COVID-19, incluindo suporte de adesão, médico eletrônico registros e eLearning."
Que medidas devem ser adotadas para proteger o pessoal que trabalha em laboratórios e centros de saúde para tuberculose e os agentes comunitários de saúde contra a infecção por COVID-19?,"Os estabelecimentos de saúde, incluindo aqueles que diagnosticam e tratam da tuberculose (TB) e doenças pulmonares, devem receber pacientes com COVID-19, muitos dos quais podem não ter sido diagnosticados. Podem ser necessárias medidas adicionais para evitar que os funcionários desses centros sejam expostos à infecção por COVID-19. A Nota de Informação inclui medidas adicionais temporárias que devem ser consideradas. Isso inclui arranjos alternativos para reduzir as visitas para acompanhamento da TB, precauções para coleta, transporte e teste de escarro. A nota também inclui uma descrição das obrigações éticas neste cenário. As recomendações existentes da OMS para prevenção e controle de infecção para TB e para COVID-19 devem ser estritamente implementadas, incluindo equipamentos de proteção individual. As lições aprendidas ao longo de muitos anos de prevenção e controle da infecção por TB, rastreamento de contato, investigação e gerenciamento podem beneficiar os esforços para impedir a disseminação de COVID-19. Os estabelecimentos de saúde, incluindo aqueles que diagnosticam e tratam da tuberculose (TB) e doenças pulmonares, devem receber pacientes com COVID-19, muitos dos quais podem não ter sido diagnosticados. Podem ser necessárias medidas adicionais para evitar que os funcionários desses centros sejam expostos à infecção por COVID-19. A Nota de Informação inclui medidas adicionais temporárias que devem ser consideradas. Isso inclui arranjos alternativos para reduzir as visitas para acompanhamento da TB, precauções para coleta, transporte e teste de escarro. A nota também inclui uma descrição das obrigações éticas neste cenário. Nota de Informação As recomendações existentes da OMS para prevenção e controle de infecção para TB e para COVID-19 devem ser estritamente implementadas, incluindo equipamento de proteção individual. As lições aprendidas ao longo de muitos anos de prevenção e controle da infecção por TB, rastreamento de contato, investigação e gerenciamento podem beneficiar os esforços para impedir a disseminação de COVID-19."
Como podemos proteger as pessoas que buscam tratamento para tuberculose durante a pandemia COVID-19?,"Em um contexto de ampla restrição de movimento da população em resposta à pandemia e isolamento dos pacientes com COVID-19, a comunicação com os serviços de saúde deve ser mantida para que as pessoas com tuberculose (TB), principalmente as mais vulneráveis, tenham acesso aos serviços essenciais. Isso inclui o gerenciamento de reações adversas a medicamentos e comorbidades, suporte nutricional e de saúde mental e reabastecimento de suprimentos de medicamentos. Uma quantidade suficiente de medicamentos para TB precisará ser dispensada ao paciente ou cuidador para durar até a próxima consulta. Isso limitará a interrupção ou visitas desnecessárias à clínica. Mecanismos para entrega de medicamentos em casa e até mesmo para coleta de amostras para testes de acompanhamento podem se tornar convenientes. O tratamento da tuberculose em casa tende a se tornar mais comum. Arranjos alternativos para reduzir as visitas à clínica podem envolver limitar as consultas a horários específicos para evitar a exposição a outros participantes da clínica; usando tecnologias digitais para manter o suporte ao tratamento. Os agentes comunitários de saúde tornam-se mais críticos à medida que o tratamento é mais descentralizado. Mais pacientes com TB provavelmente começarão o tratamento em casa e, portanto, é importante limitar o risco de transmissão doméstica da TB durante as primeiras semanas. As populações vulneráveis ​​com pouco acesso aos cuidados de saúde não devem ficar ainda mais marginalizadas durante a pandemia. Num contexto de restrição generalizada de movimento da população em resposta à pandemia e isolamento de doentes com COVID-19, a comunicação com os serviços de saúde deve ser mantida para que as pessoas com tuberculose (TB), especialmente as mais vulneráveis, recebam serviços essenciais. Isso inclui o gerenciamento de reações adversas a medicamentos e comorbidades, suporte nutricional e de saúde mental e reabastecimento de suprimentos de medicamentos. Uma quantidade suficiente de medicamentos para TB precisará ser dispensada ao paciente ou cuidador para durar até a próxima consulta. Isso limitará a interrupção ou visitas desnecessárias à clínica. Mecanismos para entrega de medicamentos em casa e até mesmo para coleta de amostras para testes de acompanhamento podem se tornar convenientes. O tratamento da tuberculose em casa tende a se tornar mais comum. Arranjos alternativos para reduzir as visitas à clínica podem envolver limitar as consultas a horários específicos para evitar a exposição a outros participantes da clínica; usando tecnologias digitais para manter o suporte ao tratamento. Os agentes comunitários de saúde tornam-se mais críticos à medida que o tratamento é mais descentralizado. Mais pacientes com TB provavelmente começarão o tratamento em casa e, portanto, é importante limitar o risco de transmissão doméstica da TB durante as primeiras semanas. As populações vulneráveis ​​com pouco acesso aos cuidados de saúde não devem ser ainda mais marginalizadas durante a pandemia."
A tuberculose e o COVID-19 podem ser testados no mesmo tipo de amostra?,"Os métodos de diagnóstico para tuberculose (TB) e COVID-19 são bastante distintos e geralmente requerem diferentes amostras. O escarro, assim como muitas outras amostras biológicas, pode ser usado para diagnosticar a TB usando cultura ou técnicas moleculares. Testes para COVID-19 são feitos mais comumente por swab ou lavagem nasofaríngea ou orofaríngea em pacientes ambulatoriais, mas escarro ou aspirado endotraqueal ou lavagem broncoalveolar podem ser usados ​​em pacientes com doença respiratória grave. O teste molecular é o método atualmente recomendado para a identificação do COVID-19 infeccioso e, assim como para a TB, os ensaios sorológicos não são recomendados para o diagnóstico de rotina do COVID-19. O pipeline para o diagnóstico do COVID-19 floresceu de forma impressionante em poucos meses. Entre eles está o cartucho Xpert® Xpress SARS-CoV-2 para uso em máquinas GeneXpert, que são máquinas utilizadas no diagnóstico de TB. A OMS está avaliando este cartucho, bem como outros testes. Recursos adicionais para implementar o teste COVID-19 devem ser mobilizados em vez de depender apenas dos recursos existentes que são usados ​​para TB, para garantir que a cobertura diagnóstica para TB seja mantida conforme necessário. Os métodos de diagnóstico para tuberculose (TB) e COVID-19 são bastante distintos e normalmente requerem amostras diferentes. O escarro, assim como muitos outros espécimes biológicos, pode ser usado para diagnosticar TB usando cultura ou técnicas moleculares. Os testes para COVID-19 são feitos mais comumente por esfregaço nasofaríngeo ou orofaríngeo ou lavagem em pacientes ambulatoriais , mas expectoração ou aspirado endotraqueal ou lavagem broncoalveolar podem ser usados ​​em pacientes com doença respiratória grave. O teste molecular é o método atualmente recomendado para a identificação de COVID-19 infeccioso e, assim como para a TB, os testes sorológicos não são recomendados para o diagnóstico de rotina de COVID-19."
Todas as pessoas sendo avaliadas para tuberculose também devem ser testadas para COVID-19 e vice-versa?,"O teste do mesmo paciente para tuberculose (TB) e COVID-19 seria geralmente indicado por três motivos principais, dependendo do cenário específico de cada país: características clínicas comuns a ambas as doenças; ou exposição simultânea a ambas as doenças; orpresença de um fator de risco À medida que a pandemia avança, mais pessoas de todas as idades, incluindo pacientes com TB, serão expostas ao COVID-19. A Nota Informativa contém considerações adicionais para o teste simultâneo para as duas doenças. O teste do mesmo paciente para tuberculose (TB) e COVID-19 seria geralmente indicado por três razões principais, sujeito ao ambiente específico de cada país: características clínicas que são comuns a ambas as doenças; ou exposição simultânea a ambas as doenças; orpresença de um fator de risco À medida que a pandemia avança, mais pessoas de todas as idades, incluindo pacientes com TB, serão expostas ao COVID-19. A Nota Informativa contém considerações adicionais para testes simultâneos para as duas doenças. Nota Informativa"
O tratamento da tuberculose é diferente em pessoas com TB e COVID-19?,"Na maioria dos casos, o tratamento da tuberculose (TB) não é diferente em pessoas com ou sem infecção por COVID-19. A experiência no manejo conjunto da infecção por COVID-19 e TB permanece limitada. No entanto, a suspensão do tratamento da TB em pacientes com COVID-19 deve ser excepcional. O tratamento preventivo da TB, o tratamento para a tuberculose suscetível ou resistente aos medicamentos deve continuar sem interrupções para proteger a saúde do paciente, reduzir a transmissão e prevenir o desenvolvimento de resistência aos medicamentos. Enquanto os ensaios de tratamento estão em andamento, nenhum medicamento é atualmente recomendado para COVID-19 e, portanto, nenhum cuidado com as interações medicamentosas é indicado no momento. No entanto, deve-se perguntar aos pacientes com TB em tratamento se estão tomando algum medicamento, incluindo curas tradicionais, que possam interagir com sua medicação. Os tratamentos eficazes para prevenir e tratar a TB ativa foram ampliados e estão em uso em todo o mundo. O risco de morte em pacientes com TB aproxima-se de 50% se não tratado e pode ser maior em idosos ou na presença de comorbidade. É fundamental que os serviços de TB não sejam interrompidos durante a resposta COVID-19. A coleta de evidências à medida que esta pandemia se desenvolve será muito importante, ao mesmo tempo que se deve respeitar as normas de conduta profissional e a confidencialidade do paciente ao lidar com os detalhes clínicos. Na maioria dos casos, o tratamento da tuberculose (TB) não é diferente em pessoas com ou sem infecção por COVID-19. A experiência no manejo conjunto da infecção por COVID-19 e TB permanece limitada. No entanto, a suspensão do tratamento da TB em pacientes com COVID-19 deve ser excepcional. O tratamento preventivo da TB, o tratamento para a tuberculose suscetível ou resistente aos medicamentos deve continuar sem interrupções para proteger a saúde do paciente, reduzir a transmissão e prevenir o desenvolvimento de resistência aos medicamentos. Enquanto os ensaios de tratamento estão em andamento, nenhum medicamento é atualmente recomendado para COVID-19 e, portanto, nenhum cuidado com as interações medicamentosas é indicado no momento. No entanto, deve-se perguntar aos pacientes com TB em tratamento se estão tomando algum medicamento, incluindo curas tradicionais, que possam interagir com sua medicação. Os tratamentos eficazes para prevenir e tratar a TB ativa foram ampliados e estão em uso em todo o mundo. O risco de morte em pacientes com TB aproxima-se de 50% se não tratado e pode ser maior em idosos ou na presença de comorbidade. É fundamental que os serviços de TB não sejam interrompidos durante a resposta COVID-19. A coleta de evidências à medida que esta pandemia se desenvolve será muito importante, ao mesmo tempo que se deve respeitar as normas de conduta profissional e a confidencialidade do paciente ao lidar com detalhes clínicos."
A vacina BCG protege as pessoas de COVID-19?,"Não há evidências neste ponto de que a vacina Bacille Calmette-Guérin (BCG) proteja as pessoas contra a infecção pelo vírus COVID-19. Os ensaios clínicos que abordam essa questão estão em andamento e a OMS avaliará as evidências quando estiverem disponíveis. Na ausência de evidências, a OMS não recomenda a vacinação BCG para a prevenção de COVID-19. A OMS continua a recomendar a reserva de BCG para vacinação neonatal em locais com alto risco de tuberculose. Mais informações Não há evidências neste ponto de que a vacina Bacille Calmette-Guérin (BCG) protege as pessoas contra a infecção pelo vírus COVID-19. Os ensaios clínicos que abordam essa questão estão em andamento e a OMS avaliará as evidências quando estiverem disponíveis. Na ausência de evidências, a OMS não recomenda a vacinação BCG para a prevenção de COVID-19. A OMS continua a recomendar a reserva de BCG para vacinação neonatal em locais com alto risco de tuberculose.Mais informaçõesMais informaçõesMais informações"
"Se vacinas seguras e eficazes para COVID-19 forem desenvolvidas, quem deve ser o primeiro a recebê-las?","Se vacinas seguras e eficazes para COVID-19 forem desenvolvidas, a OMS acredita que todos, em todos os lugares que poderiam se beneficiar dessas vacinas, devem ter acesso o mais rápido possível, começando com aqueles de maior risco. Grupo Consultivo Estratégico de Especialistas em Imunização da OMS (SAGE) lançou dois documentos importantes para ajudar a orientar a alocação e priorização de populações para receber as vacinas COVID-19: • O Quadro de Valores para a alocação e priorização da vacinação COVID-19, que oferece orientação global de alto nível sobre os valores e considerações éticas relacionadas alocação de vacinas COVID-19 entre os países e oferece orientação nacional sobre a priorização de grupos para vacinação dentro dos países enquanto o fornecimento é limitado. • O Roteiro para Priorização de Grupos Populacionais para Vacinas contra COVID-19, que sugere estratégias de saúde pública e grupos prioritários para diferentes níveis de disponibilidade de vacina e configurações epidemiológicas. Exemplos de grupos prioritários incluem profissionais de saúde e cuidados de primeira linha com alto risco de infecção, idosos e pessoas com alto risco de morte devido a doenças subjacentes, como doenças cardíacas e diabetes. Além disso, a OMS liderou o desenvolvimento de uma Estrutura de Alocação Justa que visa garantir que as vacinas e tratamentos COVID-19 bem-sucedidos sejam compartilhados de forma equitativa por todos os países. Esta estrutura é uma parte fundamental do Acelerador de Acesso às Ferramentas COVID-19 (ACT), uma colaboração global para acelerar o desenvolvimento, a produção e o acesso equitativo aos testes, tratamentos e vacinas COVID-19. A estrutura informa que, uma vez que uma vacina COVID-19 se mostre segura e eficaz, e autorizada para uso, todos os países devem receber doses proporcionais ao tamanho de sua população para imunizar os grupos de maior prioridade. Na segunda fase, as vacinas continuariam a ser distribuídas em todos os países para que populações adicionais pudessem ser cobertas de acordo com as prioridades nacionais. Valores do Grupo Consultivo Estratégico de Especialistas em Imunização (SAGE) Estrutura para a alocação e priorização da vacinação COVID-19Roadmap para priorização Grupos populacionais para vacinas contra COVID-19Fair Allocation Framework Acesso ao acelerador de ferramentas COVID-19 (ACT)"
O que a OMS está fazendo para garantir que as vacinas COVID-19 sejam distribuídas de forma justa?,"A OMS é um dos líderes de uma aliança global conhecida como COVAX, o pilar da vacina da colaboração ACT-Accelerator, que está trabalhando para acelerar o desenvolvimento e a fabricação de vacinas COVID-19 e garantir que haja acesso justo e equitativo a essas vacinas para todos os países. A COVAX distribuirá vacinas entre os países de acordo com uma estrutura desenvolvida por um grupo que inclui especialistas em ética, cientistas e outros especialistas em saúde e examinados pelos Estados Membros da OMS. Sob esta estrutura, as vacinas COVID-19 serão lançadas em duas fases. Na primeira fase, eles serão alocados de acordo com o tamanho da população para todos os países participantes ao mesmo tempo, de modo a proteger as pessoas com maior risco de infecção e de doenças graves. O Grupo Consultivo Estratégico de Especialistas da OMS (SAGE) forneceu recomendações sobre quais populações devem ser priorizadas primeiro. Isso inclui profissionais de saúde e assistência médica da linha de frente com alto risco de infecção, adultos mais velhos e pessoas com alto risco de morte devido a doenças subjacentes, como doenças cardíacas e diabetes. Na segunda fase da implantação, à medida que mais doses são produzidas, a vacina deve ir para grupos com menos risco de ser infectado ou de sofrer gravemente. A COVAX pretende fornecer pelo menos 2 bilhões de doses de vacina até o final de 2021. Embora isso não seja suficiente para todos, pode ser o suficiente para encerrar o estágio agudo da crise e colocar o mundo no caminho para acabar com a pandemia. um dos líderes de uma aliança global conhecida como COVAX, o pilar da vacina da colaboração ACT-Accelerator, que está trabalhando para acelerar o desenvolvimento e a fabricação de vacinas COVID-19 e garantir que haja acesso justo e equitativo a essas vacinas para todos países. COVAXACT-AcceleratorCOVAX alocará vacinas entre os países de acordo com uma estrutura desenvolvida por um grupo que inclui especialistas em ética, cientistas e outros especialistas em saúde e examinados pelos Estados Membros da OMS. Sob esta estrutura, as vacinas COVID-19 serão lançadas em duas fases. Na primeira fase, eles serão alocados de acordo com o tamanho da população para todos os países participantes ao mesmo tempo, de modo a proteger as pessoas com maior risco de infecção e de doenças graves. O Grupo Consultivo Estratégico de Especialistas da OMS (SAGE) forneceu recomendações sobre quais populações devem ser priorizadas primeiro. Isso inclui profissionais de saúde e assistência médica da linha de frente com alto risco de infecção, adultos mais velhos e pessoas com alto risco de morte devido a doenças subjacentes, como doenças cardíacas e diabetes. Na segunda fase da implantação, à medida que mais doses são produzidas, a vacina deve ir para grupos com menos risco de ser infectado ou de sofrer gravemente. Grupo Consultivo Estratégico de Especialistas (SAGE) COVAX visa fornecer pelo menos 2 bilhões de doses de vacinas até o final de 2021. Embora isso não seja suficiente para todos, pode ser o suficiente para encerrar a fase aguda da crise e colocar o mundo caminho para acabar com a pandemia."
Como a OMS está ajudando os países a se preparar para as vacinas COVID-19?,"Junto com a aceleração da pesquisa da vacina COVID-19 e ajudando a aumentar a capacidade de fabricação, a OMS está trabalhando em estreita parceria com os países, colegas regionais e outros parceiros para desenvolver as políticas necessárias, fortalecer a capacidade regulatória, cursos de treinamento e orientar os países em todos os preparativos necessários para um programa de entrega de vacinas COVID-19. A OMS está desenvolvendo orientações técnicas detalhadas e ferramentas e modelos de planejamento adaptáveis ​​para ajudar os países a planejarem com antecedência uma vacina, considerando os muitos aspectos de prontidão que precisam ser implementados. Essas áreas incluem planejamento e implementação, dados e monitoramento, fornecimento e logística e aceitação e demanda. Para apoiar os preparativos iniciais, uma ferramenta de avaliação da preparação para a introdução da vacina (VIRAT) também foi desenvolvida e disseminada. Os países usarão essa ferramenta para determinar quais componentes de prontidão estão completos e quais componentes precisam de preparação adicional. Isso ajudará a garantir que as vacinas COVID-19 cheguem aos necessitados assim que forem aprovadas e disponíveis. Juntamente com a aceleração da pesquisa da vacina COVID-19 e ajudando a aumentar a capacidade de fabricação, a OMS está trabalhando em estreita parceria com países, colegas regionais e outros parceiros para desenvolver as políticas necessárias, fortalecer a capacidade regulatória, cursos de treinamento e orientar os países em todos os preparativos necessários para um programa de distribuição de vacinas COVID-19. A OMS está desenvolvendo orientações técnicas detalhadas e ferramentas e modelos de planejamento adaptáveis ​​para ajudar os países a planejarem com antecedência uma vacina, considerando os muitos aspectos de prontidão que precisam ser implementados. Essas áreas incluem planejamento e implementação, dados e monitoramento, fornecimento e logística e aceitação e demanda. Para apoiar os preparativos iniciais, uma ferramenta de avaliação da preparação para a introdução da vacina (VIRAT) também foi desenvolvida e disseminada. Os países usarão essa ferramenta para determinar quais componentes de prontidão estão completos e quais componentes precisam de preparação adicional. orientação técnica detalhada e ferramentas de planejamento adaptáveis ​​e ferramenta de avaliação da prontidão para introdução do templatevaccine. Isso ajudará a garantir que as vacinas COVID-19 cheguem aos necessitados assim que forem aprovadas e estiverem disponíveis."
